<DOC>	<DOC>+BDTag
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kışkırtıcıların	kışkırtıcı+ADJ^DB+NOUN+ZERO+A3PL+PNON+GEN
,	,+PUNC
provokatörlerin	provokatör+ADJ^DB+NOUN+ZERO+A3PL+PNON+GEN
sesleri	ses+NOUN+A3SG+P3PL+NOM
duyulmuyor	duy+VERB^DB+VERB+PASS+NEG+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Cinselliğin	cinsellik+NOUN+A3SG+PNON+GEN
gizli	gizli+ADJ
dünyası	dünya+NOUN+A3SG+P3SG+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Nereye	nere+PRON+QUESP+A3SG+PNON+DAT
gitmiş	git+VERB+POS+NARR+A3SG
olabilir	ol+VERB+POS^DB+VERB+ABLE+AOR+A3SG
Osman	osman+NOUN+PROP+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gemi	gemi+NOUN+A3SG+PNON+NOM
uzaklaştıkça	uzaklaş+VERB+POS^DB+ADV+ASLONGAS
el	el+NOUN+A3SG+PNON+NOM
-	-+PUNC
kol	kol+NOUN+A3SG+PNON+NOM
hareketleri	hareket+NOUN+A3PL+P3SG+NOM
,	,+PUNC
çırpınışları	çırpınış+NOUN+A3SG+P3PL+NOM
görülmez	gör+VERB^DB+VERB+PASS+NEG+AOR+A3SG
oluyor	ol+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İnsanların	insan+NOUN+A3PL+PNON+GEN
başka	başka+ADJ
türlü	türlü+NOUN+A3SG+PNON+NOM
,	,+PUNC
belki	belki+ADV
de	de+CONJ
kendileri	kendi+PRON+REFLEXP+A3PL+P3PL+NOM
oldukları	ol+VERB+POS^DB+NOUN+PASTPART+A3PL+P3PL+NOM
,	,+PUNC
bayağılaştıkları	bayağılaş+VERB+POS^DB+NOUN+PASTPART+A3PL+P3PL+NOM
,	,+PUNC
sıradanlaştıkları	sıradanlaş+VERB+POS^DB+NOUN+PASTPART+A3PL+P3PL+NOM
,	,+PUNC
tenlerinin	ten+NOUN+A3PL+P3PL+GEN
gizini	giz+NOUN+A3SG+P3SG+ACC
bir	bir+DET
süre	süre+NOUN+A3SG+PNON+NOM
birbirlerine	birbirleri+PRON+QUANTP+A3SG+P3SG+DAT
açıp	aç+VERB+POS^DB+ADV+AFTERDOINGSO
kapadıkları	kapa+VERB+POS^DB+ADJ+PASTPART+P3PL
bütün	bütün+ADJ
o	o+PRON+PERS+A3SG+PNON+NOM
antik	antik+ADJ
tapınaklar	tapınak+NOUN+A3PL+PNON+NOM
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bilmiyorum	bil+VERB+NEG+PROG1+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Türkiye	türkiye+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
anlamsız	anlamsız+ADJ
iç	iç+NOUN+A3SG+PNON+NOM
savaş	savaş+NOUN+A3SG+PNON+NOM
korkutmalarına	korkutma+NOUN+A3PL+P3PL+DAT
iltifat	iltifat+NOUN+A3SG+PNON+NOM
etmiyor	et+VERB+NEG+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ruhun	ruh+NOUN+A3SG+PNON+GEN
kapandığı	kapan+VERB+POS^DB+ADJ+PASTPART+P3SG
,	,+PUNC
gövdeninse	gövde+NOUN+A3SG+PNON+GEN^DB+VERB+ZERO+COND+A3SG
çırılçıplak	çırılçıplak+ADJ
göründüğü	görün+VERB+POS^DB+ADJ+PASTPART+P3SG
kapalı	kapalı+ADJ
,	,+PUNC
rutubetli	rutubetli+ADJ
,	,+PUNC
bazan	baza+NOUN+A3SG+P2SG+NOM
da	da+CONJ
gizli	gizli+ADJ
yerler	yer+NOUN+A3PL+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bilmiyorum	bil+VERB+NEG+PROG1+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Beş	beş+NUM+CARD
bin	bin+NUM+CARD
askerinin	asker+NOUN+A3SG+P3SG+GEN
harekatında	harekat+NOUN+A3SG+P3SG+LOC
pirinç	pirinç+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
ekmek	ekmek+NOUN+A3SG+PNON+NOM
stoku	stok+NOUN+A3SG+PNON+ACC
yapmıyor	yap+VERB+NEG+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fuhuşun	fuhuş+NOUN+A3SG+PNON+GEN
ıslak	ıslak+ADJ
dünyası	dünya+NOUN+A3SG+P3SG+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bilmiyorum	bil+VERB+NEG+PROG1+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Pazar	pazar+NOUN+A3SG+PNON+NOM
günü	gün+NOUN+A3SG+P3SG+NOM
kırlara	kır+NOUN+A3PL+PNON+DAT
çıkmayı	çıkma+NOUN+A3SG+PNON+ACC
seçiyor	seç+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sonunda	sonunda+ADV
elde	el+NOUN+A3SG+PNON+LOC
kalanın	kalan+NOUN+A3SG+PNON+GEN
doyum	doyum+NOUN+A3SG+PNON+NOM
mu	mi+QUES+PRES+A3SG
,	,+PUNC
doyumsuzluk	doyumsuzluk+NOUN+A3SG+PNON+NOM
mu	mi+QUES+PRES+A3SG
olduğuna	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+DAT
karar	karar+NOUN+A3SG+PNON+NOM
veremediğin	ver+VERB^DB+VERB+ABLE+NEG^DB+ADJ+PASTPART+P2SG
,	,+PUNC
tütsülerin	tütsü+NOUN+A3PL+PNON+GEN
savrulduğu	savrul+VERB+POS^DB+ADJ+PASTPART+P3SG
anıt	anıt+NOUN+A3SG+PNON+NOM
-	-+PUNC
mezarlar	mezar+NOUN+A3PL+PNON+NOM
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bilmiyorum	bil+VERB+NEG+PROG1+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Dağdaki	dağ+NOUN+A3SG+PNON+LOC^DB+ADJ+REL
üç	üç+NUM+CARD
beş	beş+NUM+CARD
bin	bin+NUM+CARD
-	-+PUNC
silahlı	silahlı+ADJ
adamın	adam+NOUN+A3SG+PNON+GEN
,	,+PUNC
geleceğini	gelecek+NOUN+A3SG+P3SG+ACC
tehdit	tehdit+NOUN+A3SG+PNON+NOM
edemeyeceğini	et+VERB^DB+VERB+ABLE+NEG^DB+NOUN+FUTPART+A3SG+P3SG+ACC
anlıyor	anla+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İnsanoğlunun	insanoğlu+NOUN+A3SG+PNON+GEN
-	-+PUNC
kendinin	kendi+PRON+REFLEXP+A3SG+P3SG+GEN
de	de+CONJ
-	-+PUNC
niçin	niçin+ADV
böylece	böylece+ADV
yaşamak	yaşa+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
zorunda	zorun+NOUN+A3SG+PNON+LOC
olduğunu	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
anlayamadığı	anla+VERB^DB+VERB+ABLE+NEG^DB+ADJ+PASTPART+P3SG
zevk	zevk+NOUN+A3SG+PNON+NOM
çeşmeleri	çeşme+NOUN+A3PL+P3SG+NOM
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Haber	haber+NOUN+A3SG+PNON+NOM
vermemesi	ver+VERB+NEG^DB+NOUN+INF2+A3SG+P3SG+NOM
çok	çok+ADV
tuhaf	tuhaf+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kimi	kimi+DET
politikacıların	politikacı+NOUN+A3PL+PNON+GEN
,	,+PUNC
ekonomistlerin	ekonomist+NOUN+A3PL+PNON+GEN
,	,+PUNC
stratejistlerin	stratejist+NOUN+A3PL+PNON+GEN
siyasi	siyasi+ADJ
,	,+PUNC
iktisadi	iktisadi+ADJ
ve	ve+CONJ
sosyal	sosyal+ADJ
kuşku	kuşku+NOUN+A3SG+PNON+NOM
dalgalarına	dalga+NOUN+A3PL+P3SG+DAT
rağmen	rağmen+POSTP+PCDAT
gemi	gemi+NOUN+A3SG+PNON+NOM
yürüyor	yürü+VERB+POS+PROG1+A3SG
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bodrum	bodrum+NOUN+A3SG+PNON+NOM
katına	kat+NOUN+A3SG+P3SG+DAT
kapatılmış	kapatıl+VERB+POS+NARR^DB+ADJ+ZERO
cinsellik	cinsellik+NOUN+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Neyse	neyse+CONJ
,	,+PUNC
polise	polis+NOUN+A3SG+PNON+DAT
haber	haber+NOUN+A3SG+PNON+NOM
verdik	ver+VERB+POS+PAST+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Türkiye	türkiye+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
geçmişle	geçmiş+NOUN+A3SG+PNON+INS
ve	ve+CONJ
geçmişin	geçmiş+NOUN+A3SG+PNON+GEN
korkularıyla	korku+NOUN+A3PL+P3SG+INS
bağlarını	bağ+NOUN+A3PL+P3SG+ACC
kopardı	kopar+VERB+POS+PAST+A3SG
gidiyor	git+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
çekinmesiz	çekinme+NOUN+A3SG+PNON+NOM^DB+ADJ+WITHOUT
,	,+PUNC
sıcak	sıcak+ADJ
davranışlı	davranış+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
,	,+PUNC
içinde	iç+NOUN+A3SG+P3SG+LOC
biriktirdiği	biriktir+VERB+POS^DB+ADJ+PASTPART+P3SG
derinliği	derinlik+NOUN+A3SG+PNON+ACC
dışa	dış+NOUN+A3SG+PNON+DAT
da	da+CONJ
yansıtmaktan	yansıt+VERB+POS^DB+NOUN+INF+A3SG+PNON+ABL
kaçınmayan	kaçın+VERB+NEG^DB+ADJ+PRESPART
sarışın	sarışın+ADJ
kız	kız+NOUN+A3SG+PNON+NOM
,	,+PUNC
gelebileceğini	gel+VERB+POS^DB+VERB+ABLE^DB+NOUN+FUTPART+A3SG+P3SG+ACC
söylemişti	söyle+VERB+POS+NARR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Çevreyi	çevre+NOUN+A3SG+PNON+ACC
araştırırlar	araştır+VERB+POS+AOR+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Rotası	rota+NOUN+A3SG+P3SG+NOM
barışa	barış+NOUN+A3SG+PNON+DAT
,	,+PUNC
insanca	insanca+ADJ
ve	ve+CONJ
modern	modern+ADJ
hayatlara	hayat+NOUN+A3PL+PNON+DAT
doğru	doğru+POSTP+PCDAT
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
O	o+DET
zamana	zaman+NOUN+A3SG+PNON+DAT
kadar	kadar+POSTP+PCDAT
da	da+CONJ
,	,+PUNC
umarım	um+VERB+POS+AOR+A1SG
ki	ki+CONJ
,	,+PUNC
Ana'dan	ana+NOUN+PROP+A3SG+PNON+ABL
bir	bir+DET
haber	haber+NOUN+A3SG+PNON+NOM
alırım	al+VERB+POS+AOR+A1SG
,	,+PUNC
dedim	de+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bulabilirler	bul+VERB+POS^DB+VERB+ABLE+AOR+A3PL
onu	o+PRON+PERS+A3SG+PNON+ACC
.	.+PUNC
</S>	</S>+ESTag
</DOC>	</DOC>+EDTag
