<DOC>	<DOC>+BDTag
gösterilen	göster+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
sevgi	sevgi+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
ilgiyle	ilgi+NOUN+A3SG+PNON+INS
,	,+PUNC
içten	içten+ADV
gelen	gel+VERB+POS^DB+ADJ+PRESPART
sevgi	sevgi+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
ilgiyi	ilgi+NOUN+A3SG+PNON+ACC
ayırt	ayırt+NOUN+A3SG+PNON+NOM
edecek	et+VERB+POS^DB+ADJ+FUTPART+PNON
kadar	kadar+POSTP+PCDAT
duyarlıdır	duyarlı+ADJ^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bana	ben+PRON+PERS+A1SG+PNON+DAT
kim	kim+PRON+QUESP+A3SG+PNON+NOM
buyurdu	buyur+VERB+POS+PAST+A3SG
:	:+PUNC
Manastıra	manastır+NOUN+A3SG+PNON+DAT
git	git+VERB+POS+IMP+A2SG
!	!+PUNC
Kulunuz	kul+NOUN+A3SG+P2PL+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tunguzların	tunguz+NOUN+A3PL+PNON+GEN
on	on+NUM+CARD
bir	bir+NUM+CARD
kolundan	kol+NOUN+A3SG+P3SG+ABL
biri	biri+PRON+QUANTP+A3SG+P3SG+NOM
Evenler	Evenler+NOUN+PROP+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Aşırı	aşırı+ADJ
,	,+PUNC
aşırı	aşırı+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Midouze	Midouze+NOUN+PROP+A3SG+PNON+NOM
nehri	nehir+NOUN+A3SG+P3SG+NOM
üzerinde	üzerinde+ADV
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yerde	yer+NOUN+A3SG+PNON+LOC
araç	araç+NOUN+A3SG+PNON+NOM
izinin	iz+NOUN+A3SG+P3SG+GEN
olmaması	ol+VERB+NEG^DB+NOUN+INF2+A3SG+P3SG+NOM
ve	ve+CONJ
kamyonun	kamyon+NOUN+A3SG+PNON+GEN
ilerleyecek	ilerle+VERB+POS^DB+ADJ+FUTPART+PNON
yol	yol+NOUN+A3SG+PNON+NOM
bulamaması	bul+VERB^DB+VERB+ABLE+NEG^DB+NOUN+INF2+A3SG+P3SG+NOM
,	,+PUNC
ormanın	orman+NOUN+A3SG+PNON+GEN
bu	bu+DET
bölümüne	bölüm+NOUN+A3SG+P3SG+DAT
kasabadan	kasaba+NOUN+A3SG+PNON+ABL
sıkça	sıkça+ADV
gelinmediğini	gel+VERB^DB+VERB+PASS+NEG^DB+NOUN+PASTPART+A3SG+P3SG+ACC
gösteriyordu	göster+VERB+POS+PROG1+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Düz	düz+ADJ
,	,+PUNC
sağlam	sağlam+ADJ
,	,+PUNC
sade	sade+ADJ
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Rokfor'un	rokfor+NOUN+PROP+A3SG+PNON+GEN
efsanesi	efsane+NOUN+A3SG+P3SG+NOM
:	:+PUNC
Vaktiyle	vaktiyle+ADV
,	,+PUNC
genç	genç+ADJ
bir	bir+DET
çoban	çoban+NOUN+A3SG+PNON+NOM
varmış	var+VERB+POS+NARR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Patlıcan	patlıcan+NOUN+A3SG+PNON+NOM
mideye	mide+NOUN+A3SG+PNON+DAT
muzır	muzır+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Küçük	küçük+ADJ
bir	bir+DET
mızrap	mızrap+NOUN+A3SG+PNON+NOM
vuruşuyla	vuruş+NOUN+A3SG+P3SG+INS
çıkan	çık+VERB+POS^DB+ADJ+PRESPART
güçlü	güç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
ama	ama+CONJ
madensel	madensel+ADJ
ses	ses+NOUN+A3SG+PNON+NOM
,	,+PUNC
denizdeki	deniz+NOUN+A3SG+PNON+LOC^DB+ADJ+REL
teknelere	tekne+NOUN+A3PL+PNON+DAT
bir	bir+DET
eğlencenin	eğlence+NOUN+A3SG+PNON+GEN
başlamak	başla+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
üzere	üzere+POSTP+PCNOM
olduğunu	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
haber	haber+NOUN+A3SG+PNON+NOM
verirdi	ver+VERB+POS+AOR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fransa'nın	fransa+NOUN+PROP+A3SG+PNON+GEN
güneybatısında	güneybatı+NOUN+A3SG+P3SG+LOC
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sonunda	sonunda+ADV
bir	bir+DET
başka	başka+ADJ
yol	yol+NOUN+A3SG+PNON+NOM
buldular	bul+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bir	bir+DET
ihtimal	ihtimal+NOUN+A3SG+PNON+NOM
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
bu	bu+DET
hususu	husus+NOUN+A3SG+PNON+ACC
belirtiyorlar	belirt+VERB+POS+PROG1+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bayağı	bayağı+ADV
kızıyorsun	kız+VERB+POS+PROG1+A2SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hülya	hülya+NOUN+PROP+A3SG+PNON+NOM
için	için+POSTP+PCNOM
seviniyordum	sevin+VERB+POS+PROG1+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Nesi	ne+PRON+QUESP+A3SG+P3SG+NOM
var	var+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bebeler	bebe+NOUN+A3PL+PNON+NOM
muradına	murat+NOUN+A3SG+P3SG+DAT
erdi	er+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bizimkinde	bizimki+ADJ^DB+NOUN+ZERO+A3SG+P2SG+LOC
,	,+PUNC
bilinmeyen	bilinmeyen+ADJ
bir	bir+DET
Öteki	öteki+ADJ
Dünya'da	dünya+NOUN+PROP+A3SG+PNON+LOC
aklımıza	akıl+NOUN+A3SG+P1PL+DAT
hayalimize	hayal+NOUN+A3SG+P1PL+DAT
gelmeyecek	gel+VERB+NEG+FUT+A3SG
cezalara	ceza+NOUN+A3PL+PNON+DAT
uğrama	uğra+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
korkusu	korku+NOUN+A3SG+P3SG+NOM
var	var+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Arınç'ın	arınç+NOUN+PROP+A3SG+PNON+GEN
farklı	farklı+ADJ
yazıldığını	yazıl+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
iddia	iddia+NOUN+A3SG+PNON+NOM
ettiği	et+VERB+POS^DB+ADJ+PASTPART+P3SG
sözlerine	söz+NOUN+A3PL+P3SG+DAT
ilişkin	ilişkin+POSTP+PCDAT
bölüm	bölüm+NOUN+A3SG+PNON+NOM
teyp	teyp+NOUN+A3SG+PNON+NOM
kaydından	kayıt+NOUN+A3SG+P3SG+ABL
aynen	aynen+ADV
şöyle	şöyle+ADV
:	:+PUNC
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ardından	ardından+ADV
üniversitede	üniversite+NOUN+A3SG+PNON+LOC
,	,+PUNC
benimle	ben+PRON+PERS+A1SG+PNON+INS
ilgilenen	ilgilen+VERB+POS^DB+ADJ+PRESPART
kızlarla	kız+NOUN+A3PL+PNON+INS
dolaşmaya	dolaşma+NOUN+A3SG+PNON+DAT
başladım	başla+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Cumhurbaşkanı	cumhurbaşkan+NOUN+A3SG+P3SG+NOM
ile	ile+POSTP+PCNOM
sürtüşen	sürtüş+VERB+POS^DB+ADJ+PRESPART
bir	bir+DET
iktidar	iktidar+NOUN+A3SG+PNON+NOM
olmak	ol+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istemiyoruz	iste+VERB+NEG+PROG1+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Rolü	rol+NOUN+A3SG+PNON+ACC
başkasına	başkası+PRON+QUANTP+A3SG+P3SG+DAT
vermişlerdi	ver+VERB+POS+NARR+A3PL+PAST
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Raporu	rapor+NOUN+A3SG+PNON+ACC
hazırlayan	hazırla+VERB+POS^DB+ADJ+PRESPART
heyetin	heyet+NOUN+A3SG+PNON+GEN
başkanı	başkan+NOUN+A3SG+P3SG+NOM
Kurmay	kurmay+NOUN+A3SG+PNON+NOM
Pilot	pilot+NOUN+A3SG+PNON+NOM
Albay	albay+NOUN+A3SG+PNON+NOM
Erol	erol+NOUN+PROP+A3SG+PNON+NOM
Polat'tı	polat+NOUN+PROP+A3SG+PNON+NOM^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
NA	na+NOUN+A3SG+PNON+NOM
toplantılarında	toplantı+NOUN+A3PL+P3SG+LOC
ilk	ilk+ADJ
kez	kez+NOUN+A3SG+PNON+NOM
başkalarına	başka+ADJ^DB+NOUN+ZERO+A3PL+P3SG+DAT
yöneldim	yönel+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İnceleme	inceleme+NOUN+A3SG+PNON+NOM
yapılmış	yap+VERB^DB+VERB+PASS+POS+NARR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
ARKA	arka+ADJ
arkaya	arka+NOUN+A3SG+PNON+DAT
iki	iki+NUM+CARD
operasyon	operasyon+NOUN+A3SG+PNON+NOM
geçiren	geçir+VERB+POS^DB+ADJ+PRESPART
Akkaya'nın	akkaya+NOUN+PROP+A3SG+PNON+GEN
sağlık	sağlık+NOUN+A3SG+PNON+NOM
durumunun	durum+NOUN+A3SG+P3SG+GEN
iyi	iyi+ADJ
olduğunu	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söyleyen	söyle+VERB+POS^DB+ADJ+PRESPART
menajeri	menajer+NOUN+A3SG+P3SG+NOM
Berna	berna+NOUN+PROP+A3SG+PNON+NOM
Müjde	müjde+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
"	"+PUNC
Karnında	karın+NOUN+A3SG+P3SG+LOC
şiddetli	şiddetli+ADJ
ağrılar	ağrı+NOUN+A3PL+PNON+NOM
başlayınca	başla+VERB+POS^DB+ADV+WHEN
apar	apar+VERB+POS+IMP+A2SG
topar	topar+DUP
hastaneye	hastane+NOUN+A3SG+PNON+DAT
geldik	gel+VERB+POS+PAST+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Balıklardan	balık+NOUN+A3PL+PNON+ABL
hamsi	hamsi+NOUN+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Refahyol	Refahyol+NOUN+PROP+A3SG+PNON+NOM
Hükümeti	hükümet+NOUN+A3SG+P3SG+NOM
döneminde	dönem+NOUN+A3SG+P3SG+LOC
SİAD	SİAD+NOUN+PROP+A3SG+PNON+NOM
Hazine	hazine+NOUN+PROP+A3SG+PNON+NOM
tek	tek+ADJ
hesabı	hesap+NOUN+A3SG+P3SG+NOM
'	'+PUNC
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
uygulanan	uygula+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
daha	daha+ADV
sonra	sonra+ADV
yumuşatılarak	yumuşa+VERB^DB+VERB+CAUS^DB+VERB+PASS+POS^DB+ADV+BYDOINGSO
'	'+PUNC
Kamu	kamu+NOUN+PROP+A3SG+PNON+NOM
Doç	Doç+NOUN+PROP+A3SG+PNON+NOM
dönüşen	dönüş+VERB+POS^DB+ADJ+PRESPART
uygulama	uygulama+NOUN+A3SG+PNON+NOM
yeniden	yeniden+ADV
getiriliyor	getir+VERB^DB+VERB+PASS+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İntihar	intihar+NOUN+A3SG+PNON+NOM
etmek	et+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istiyor	iste+VERB+POS+PROG1+A3SG
ama	ama+CONJ
beceremiyordum	becer+VERB^DB+VERB+ABLE+NEG+PROG1+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yerimden	yer+NOUN+A3SG+P1SG+ABL
fırladım	fırla+VERB+POS+PAST+A1SG
,	,+PUNC
kapıyı	kapı+NOUN+A3SG+PNON+ACC
hızla	hız+NOUN+A3SG+PNON+INS
açıp	aç+VERB+POS^DB+ADV+AFTERDOINGSO
Ömür	ömür+NOUN+PROP+A3SG+PNON+NOM
Uzatma	uzatma+NOUN+A3SG+PNON+NOM
Kıraathanesi'nden	kıraathane+NOUN+A3SG+P3SG+ABL
dışarıya	dışarı+NOUN+A3SG+PNON+DAT
çıktım	çık+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Oğlunun	oğul+NOUN+A3SG+P3SG+GEN
neden	neden+ADV
eroinman	eroinman+NOUN+A3SG+PNON+NOM
olduğunu	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
anlayamaması	anla+VERB^DB+VERB+ABLE+NEG^DB+NOUN+INF2+A3SG+P3SG+NOM
çok	çok+ADV
doğaldı	doğal+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ama	ama+CONJ
dedemle	dede+NOUN+A3SG+P1SG+INS
her	her+DET
konuda	konu+NOUN+A3SG+PNON+LOC
anlaşamıyoruz	anlaş+VERB^DB+VERB+ABLE+NEG+PROG1+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ev	ev+NOUN+A3SG+PNON+NOM
,	,+PUNC
ailenin	aile+NOUN+A3SG+PNON+GEN
yurdudur	yurt+NOUN+A3SG+P3SG+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Her	her+DET
istediğini	iste+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
yerine	yer+NOUN+A3SG+P3SG+DAT
getiriyordum	getir+VERB+POS+PROG1+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Boş	boş+ADJ
sokakta	sokak+NOUN+A3SG+PNON+LOC
topuklu	topuklu+ADJ
ayakkabıların	ayakkabı+NOUN+A3PL+PNON+GEN
çıkarttığı	çık+VERB^DB+VERB+CAUS^DB+VERB+CAUS+POS^DB+NOUN+PASTPART+A3SG+P3SG+NOM
,	,+PUNC
yankılanan	yankılan+VERB+POS^DB+ADJ+PRESPART
bir	bir+DET
ses	ses+NOUN+A3SG+PNON+NOM
duyuldu	duyul+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
tüm	tüm+DET
haşmetiyle	haşmet+NOUN+A3SG+P3SG+INS
ortaya	orta+NOUN+A3SG+PNON+DAT
çıkıyor	çık+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
</DOC>	</DOC>+EDTag
