<DOC>	<DOC>+BDTag
Tabii	tabii+ADJ
olur	ol+VERB+POS+AOR+A3SG
."	."+NOUN+A3SG+PNON+NOM
diyerek	de+VERB+POS^DB+ADV+BYDOINGSO
uzun	uzun+ADJ
uzun	uzun+ADJ
anlatmaya	anlatma+NOUN+A3SG+PNON+DAT
girişeceğini	giriş+VERB+POS^DB+NOUN+FUTPART+A3SG+P3SG+ACC
zannediyordum	zannet+VERB+POS+PROG1+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Onun	o+PRON+PERS+A3SG+PNON+GEN
için	için+POSTP+PCNOM
yol	yol+NOUN+A3SG+PNON+NOM
arkadaşlarımızı	arkadaş+NOUN+A3PL+P1PL+ACC
titizlikle	titizlikle+ADV
seçer	seç+VERB+POS+AOR+A3SG
,	,+PUNC
kendilerini	kendi+PRON+REFLEXP+A3PL+P3PL+ACC
iyice	iyice+ADV
sınarız	sına+VERB+POS+AOR+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Refahlı	refahlı+ADJ
başkan	başkan+NOUN+A3SG+PNON+NOM
travestilerle	travesti+NOUN+A3PL+PNON+INS
yakalanmış	yakalan+VERB+POS+NARR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İstanbulspor	istanbulspor+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
Vanspor	Vanspor+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
Karşıyaka	karşıyaka+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
Göztepe	göztepe+NOUN+PROP+A3SG+PNON+NOM
gibi	gibi+POSTP+PCNOM
bazı	bazı+DET
kulüpler	kulüp+NOUN+A3PL+PNON+NOM
,	,+PUNC
dernek	dernek+NOUN+A3SG+PNON+NOM
yapısı	yapı+NOUN+A3SG+P3SG+NOM
dışında	dış+NOUN+A3SG+P3SG+LOC
futbol	futbol+NOUN+A3SG+PNON+NOM
şubelerini	şube+NOUN+A3PL+P3SG+ACC
,	,+PUNC
kurulan	kur+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
veya	veya+CONJ
kurulmuş	kur+VERB^DB+VERB+PASS+POS+NARR^DB+ADJ+ZERO
bulunan	bulun+VERB+POS^DB+ADJ+PRESPART
anonim	anonim+ADJ
şirketlere	şirket+NOUN+A3PL+PNON+DAT
devrediyor	devret+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Savcı	savcı+NOUN+A3SG+PNON+NOM
,	,+PUNC
petrol	petrol+NOUN+A3SG+PNON+NOM
tankerinin	tanker+NOUN+A3SG+P3SG+GEN
Hintli	hintli+NOUN+A3SG+PNON+NOM
kaptanının	kaptan+NOUN+A3SG+P3SG+GEN
da	da+CONJ
olayda	olay+NOUN+A3SG+PNON+LOC
bir	bir+DET
ihmali	ihmal+NOUN+A3SG+P3SG+NOM
bulunup	bulun+VERB+POS^DB+ADV+AFTERDOINGSO
bulunmadığını	bulun+VERB+NEG^DB+NOUN+PASTPART+A3SG+P3SG+ACC
araştırıyor	araştır+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
KÖPEK	köpek+NOUN+A3SG+PNON+NOM
BALIKLARININ	balık+NOUN+A3PL+P3SG+GEN
BİLİNMEYEN	bilinmeyen+ADJ
ÖZELLİKLERİ	özellik+NOUN+A3SG+P3PL+NOM
Bit	bit+NOUN+A3SG+PNON+NOM
pazarına	pazar+NOUN+A3SG+P3SG+DAT
gider	git+VERB+POS+AOR+A3SG
,	,+PUNC
oğluna	oğul+NOUN+A3SG+P3SG+DAT
100	100+NUM+CARD
TL'ye	TL'+NOUN+A3SG+PNON+DAT
çalıntı	çalıntı+ADJ
bisiklet	bisiklet+NOUN+A3SG+PNON+NOM
alır	al+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Birtakım	birtakım+ADJ
gerilimler	gerilim+NOUN+A3PL+PNON+NOM
yaşadık	yaşa+VERB+POS+PAST+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kahvaltıya	kahvaltı+NOUN+A3SG+PNON+DAT
kadar	kadar+POSTP+PCDAT
2	2+NUM+CARD
saat	saat+NOUN+A3SG+PNON+NOM
çalışırım	çalış+VERB+POS+AOR+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kesinlikle	kesinlikle+ADV
ve	ve+CONJ
kesinlikle	kesinlikle+ADV
kan	kan+NOUN+A3SG+PNON+NOM
davası	dava+NOUN+A3SG+P3SG+NOM
diye	diye+POSTP+PCNOM
bir	bir+DET
şey	şey+NOUN+A3SG+PNON+NOM
olmayacaktır	ol+VERB+NEG+FUT+COP+A3SG
"	"+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hatta	hatta+CONJ
Türkiye'ye	türkiye+NOUN+PROP+A3SG+PNON+DAT
1986	1986+NUM+CARD
yılında	yıl+NOUN+A3SG+P3SG+LOC
geri	geri+ADJ
döndükten	dön+VERB+POS^DB+NOUN+PASTPART+A3SG+PNON+ABL
sonra	sonra+POSTP+PCABL
bile	bile+ADV
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Neden	ne+PRON+QUESP+A3SG+PNON+ABL
?	?+PUNC
"	"+PUNC
diye	diye+POSTP+PCNOM
sordum	sor+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Ben	ben+PRON+PERS+A1SG+PNON+NOM
değişim	değişim+NOUN+A3SG+PNON+NOM
hedefiyle	hedef+NOUN+A3SG+P3SG+INS
yola	yol+NOUN+A3SG+PNON+DAT
çıktım	çık+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Meclis	meclis+NOUN+A3SG+PNON+NOM
kararı	karar+NOUN+A3SG+P3SG+NOM
gereği	gerek+NOUN+A3SG+P3SG+NOM
,	,+PUNC
Doğu	doğu+NOUN+PROP+A3SG+PNON+NOM
Akdeniz'in	akdeniz+NOUN+PROP+A3SG+PNON+GEN
güvenliğini	güvenlik+NOUN+A3SG+P3SG+ACC
sağlamak	sağla+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
üzere	üzere+POSTP+PCNOM
deniz	deniz+NOUN+A3SG+PNON+NOM
unsurunu	unsur+NOUN+A3SG+P3SG+ACC
oluşturan	oluştur+VERB+POS^DB+ADJ+PRESPART
Gaziantep	gaziantep+NOUN+PROP+A3SG+PNON+NOM
Firkateyni	Firkateyni+NOUN+PROP+A3SG+PNON+NOM
ve	ve+CONJ
iki	iki+NUM+CARD
korvetle	korvet+NOUN+A3SG+PNON+INS
yaklaşık	yaklaşık+ADJ
300	300+NUM+CARD
denizci	denizci+NOUN+A3SG+PNON+NOM
,	,+PUNC
bir	bir+DET
hafta	hafta+NOUN+A3SG+PNON+NOM
içinde	iç+NOUN+A3SG+P3SG+LOC
Doğu	doğu+NOUN+PROP+A3SG+PNON+NOM
Akdeniz'e	akdeniz+NOUN+PROP+A3SG+PNON+DAT
gidecek	git+VERB+POS+FUT+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+PRON+DEMONSP+A3SG+PNON+NOM
korkular	korku+NOUN+A3PL+PNON+NOM
,	,+PUNC
hayatımızın	hayat+NOUN+A3SG+P1PL+GEN
çeşitli	çeşitli+ADJ
dönemlerinde	dönem+NOUN+A3SG+P3PL+LOC
değişiklikler	değişiklik+NOUN+A3PL+PNON+NOM
gösterebilir	göster+VERB+POS^DB+VERB+ABLE+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
-	-+PUNC
Evet	evet+NOUN+A3SG+PNON+NOM
,	,+PUNC
gayet	gayet+ADV
basit	basit+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Geçim	geçim+NOUN+A3SG+PNON+NOM
kaygısı	kaygı+NOUN+A3SG+P3SG+NOM
içinde	iç+NOUN+A3SG+P3SG+LOC
olanlar	ol+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3PL+PNON+NOM
Meclis'in	meclis+NOUN+PROP+A3SG+PNON+GEN
güçlü	güç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
olmasını	ol+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+ACC
istiyor	iste+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Örneğin	örneğin+CONJ
,	,+PUNC
bu	bu+DET
alanda	alan+NOUN+A3SG+PNON+LOC
Mars	mars+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
bizi	biz+PRON+PERS+A1PL+PNON+ACC
aşırı	aşırı+ADJ
sahip	sahip+NOUN+A3SG+PNON+NOM
olmacı	ol+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+ADJ+AGT
biri	biri+PRON+QUANTP+A3SG+P3SG+NOM
yaparken	yap+VERB+POS+AOR^DB+ADV+WHILE
,	,+PUNC
miras	miras+NOUN+A3SG+PNON+NOM
konusunda	konu+NOUN+A3SG+P3SG+LOC
engeller	engel+NOUN+A3PL+PNON+NOM
çıkarabilir	çık+VERB^DB+VERB+CAUS+POS^DB+VERB+ABLE+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
CHP'li	chp+NOUN+PROP+A3SG+PNON+NOM^DB+ADJ+WITH
muhaliflerin	muhalif+NOUN+A3PL+PNON+GEN
itirazını	itiraz+NOUN+A3SG+P3SG+ACC
haklı	haklı+ADJ
bulan	bul+VERB+POS^DB+ADJ+PRESPART
YSK	ysk+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
Ümraniye	ümraniye+NOUN+PROP+A3SG+PNON+NOM
kongresini	kongre+NOUN+A3SG+P3SG+ACC
iptal	iptal+NOUN+A3SG+PNON+NOM
etti	et+VERB+POS+PAST+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Herkes	herkes+PRON+QUANTP+A3PL+P3PL+NOM
öyle	öyle+ADV
ya	ya+CONJ
da	da+CONJ
böyle	böyle+ADJ
içinde	iç+NOUN+A3SG+P3SG+LOC
bir	bir+DET
şekilde	şekil+NOUN+A3SG+PNON+LOC
bir	bir+DET
şeylere	şey+NOUN+A3PL+PNON+DAT
dair	dair+POSTP+PCDAT
mutlaka	mutlaka+ADV
bir	bir+DET
umut	umut+NOUN+A3SG+PNON+NOM
taşır	taşı+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tapınakta	tapınak+NOUN+A3SG+PNON+LOC
panik	panik+NOUN+A3SG+PNON+NOM
var	var+ADJ
</S>	</S>+ESTag
<S>	<S>+BSTag
Bazı	bazı+DET
dinleyiciler	dinleyici+NOUN+A3PL+PNON+NOM
neşelendi	neşelen+VERB+POS+PAST+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Duş	duş+NOUN+A3SG+PNON+NOM
veya	veya+CONJ
banyo	banyo+NOUN+A3SG+PNON+NOM
esnasında	esnasında+ADV
su	su+NOUN+A3SG+PNON+NOM
kullanarak	kullan+VERB+POS^DB+ADV+BYDOINGSO
elle	el+NOUN+A3SG+PNON+INS
ya	ya+CONJ
da	da+CONJ
yine	yine+ADV
su	su+NOUN+A3SG+PNON+NOM
kullanarak	kullan+VERB+POS^DB+ADV+BYDOINGSO
her	her+DET
hangi	hangi+ADJ
bir	bir+DET
parfümsüz	parfüm+NOUN+A3SG+PNON+NOM^DB+ADJ+WITHOUT
beyaz	beyaz+ADJ
sabunla	sabun+NOUN+A3SG+PNON+INS
yapılacak	yap+VERB^DB+VERB+PASS+POS^DB+ADJ+FUTPART+PNON
olan	ol+VERB+POS^DB+ADJ+PRESPART
temizlik	temizlik+NOUN+A3SG+PNON+NOM
;	;+PUNC
vajinanın	vajina+NOUN+A3SG+PNON+GEN
ön	ön+ADJ
bölgesinden	bölge+NOUN+A3SG+P3SG+ABL
(	(+PUNC
klitoris	klitoris+NOUN+A3SG+PNON+NOM
başlangıcından	başlangıç+NOUN+A3SG+P3SG+ABL
)	)+PUNC
,	,+PUNC
anüse	anüs+NOUN+A3SG+PNON+DAT
(	(+PUNC
dışkılık	dışkılık+NOUN+A3SG+PNON+NOM
)	)+PUNC
doğru	doğru+ADJ
olmalıdır	ol+VERB+POS+NECES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Arabalarımıza	araba+NOUN+A3PL+P1PL+DAT
kartondan	karton+NOUN+A3SG+PNON+ABL
garaj	garaj+NOUN+A3SG+PNON+NOM
yaparız	yap+VERB+POS+AOR+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Matematik	matematik+NOUN+A3SG+PNON+NOM
,	,+PUNC
fizik	fizik+NOUN+A3SG+PNON+NOM
,	,+PUNC
kimya	kimya+NOUN+A3SG+PNON+NOM
yanı	yan+NOUN+A3SG+P3SG+NOM
başımda	baş+NOUN+A3SG+P1SG+LOC
,	,+PUNC
bir	bir+DET
sürü	sürü+NOUN+A3SG+PNON+NOM
ahali	ahali+NOUN+A3PL+PNON+NOM
,	,+PUNC
bilim	bilim+NOUN+A3SG+PNON+NOM
konuşuyorum	konuş+VERB+POS+PROG1+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Oluşan	oluş+VERB+POS^DB+ADJ+PRESPART
kabarcıklar	kabarcık+NOUN+A3PL+PNON+NOM
patlatılmaz	patlat+VERB^DB+VERB+PASS+NEG+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İçindeki	iç+NOUN+A3SG+P3SG+LOC^DB+ADJ+REL
isimler	isim+NOUN+A3PL+PNON+NOM
ve	ve+CONJ
telefon	telefon+NOUN+A3SG+PNON+NOM
numaralarından	numara+NOUN+A3PL+P3SG+ABL
yola	yol+NOUN+A3SG+PNON+DAT
çıkarak	çık+VERB+POS^DB+ADV+BYDOINGSO
başka	başka+ADJ
operasyonlar	operasyon+NOUN+A3PL+PNON+NOM
yaptık	yap+VERB+POS+PAST+A1PL
,	,+PUNC
ama	ama+CONJ
bunlar	bu+PRON+DEMONSP+A3PL+PNON+NOM
ayrı	ayrı+ADJ
bir	bir+DET
öykü	öykü+NOUN+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ağaçtan	ağaç+NOUN+A3SG+PNON+ABL
daha	daha+ADV
küçüksün	küçük+ADJ^DB+VERB+ZERO+PRES+A2SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ben	ben+PRON+PERS+A1SG+PNON+NOM
,	,+PUNC
kendi	kendi+PRON+REFLEXP+A3SG+P3SG+NOM
hesabıma	hesap+NOUN+A3SG+P1SG+DAT
,	,+PUNC
bir	bir+DET
denizin	deniz+NOUN+A3SG+PNON+GEN
kenarında	kenar+NOUN+A3SG+P3SG+LOC
elimde	el+NOUN+A3SG+P1SG+LOC
bir	bir+DET
rakı	rakı+NOUN+A3SG+PNON+NOM
bardağı	bardak+NOUN+A3SG+P3SG+NOM
ve	ve+CONJ
yanımda	yan+NOUN+A3SG+P1SG+LOC
Isabelle	Isabelle+NOUN+PROP+A3SG+PNON+NOM
Adjani	Adjani+NOUN+PROP+A3SG+PNON+NOM
ile	ile+POSTP+PCNOM
oturduğumda	otur+VERB+POS^DB+NOUN+PASTPART+A3SG+P1SG+LOC
mutlu	mutlu+ADJ
oluyorum	ol+VERB+POS+PROG1+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İkisi	iki+NUM+CARD^DB+NOUN+ZERO+A3SG+P3SG+NOM
de	de+CONJ
Türkiye'nin	türkiye+NOUN+PROP+A3SG+PNON+GEN
sevdalısı	sevdalı+ADJ^DB+NOUN+ZERO+A3SG+P3SG+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kızkardeşi	kızkardeş+NOUN+A3SG+P3SG+NOM
Nilüfer	nilüfer+NOUN+PROP+A3SG+PNON+NOM
Koçyiğit	koçyiğit+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
Erksan'ın	erksan+NOUN+PROP+A3SG+PNON+GEN
Çifte	çifte+ADJ
Kumrular	kumru+NOUN+A3PL+PNON+NOM
adlı	ad+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
filminde	film+NOUN+A3SG+P3SG+LOC
"	"+PUNC
çocuk	çocuk+NOUN+A3SG+PNON+NOM
oyuncu"	oyuncu"+NOUN+A3SG+PNON+NOM
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
başrollerden	başrol+NOUN+A3PL+PNON+ABL
birini	biri+PRON+QUANTP+A3SG+P3SG+ACC
paylaşmaktadır	paylaş+VERB+POS+PROG2+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Parasız	parasız+ADV
pulsuzduk	pulsuz+ADJ^DB+VERB+ZERO+PAST+A1PL
,	,+PUNC
Behlül	behlül+NOUN+PROP+A3SG+PNON+NOM
Dayım'ın	dayım+NOUN+PROP+A3SG+PNON+GEN
,	,+PUNC
teyzemin	teyze+NOUN+A3SG+P1SG+GEN
ellerine	el+NOUN+A3PL+P3SG+DAT
bakıyorduk	bak+VERB+POS+PROG1+PAST+A1PL
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tüm	tüm+DET
dostlara	dost+NOUN+A3PL+PNON+DAT
haber	haber+NOUN+A3SG+PNON+NOM
ulaştıramadım	ulaştır+VERB^DB+VERB+ABLE+NEG+PAST+A1SG
,	,+PUNC
ama	ama+CONJ
kalan	kal+VERB+POS^DB+ADJ+PRESPART
dostlar	dost+NOUN+A3PL+PNON+NOM
her	her+DET
şeyi	şey+NOUN+A3SG+PNON+ACC
halletti	hallet+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Üstü	üst+NOUN+A3SG+P3SG+NOM
başı	baş+NOUN+A3SG+P3SG+NOM
çamur	çamur+NOUN+A3SG+PNON+NOM
oldu	ol+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kimileri	kimi+PRON+QUANTP+A3PL+P3PL+NOM
hemen	hemen+ADV
çizmeye	çiz+VERB+POS^DB+NOUN+INF2+A3SG+PNON+DAT
başladı	başla+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Her	her+DET
istediklerini	iste+VERB+POS^DB+NOUN+PASTPART+A3PL+P3SG+ACC
verirseniz	ver+VERB+POS+AOR+COND+A2PL
kıymet	kıymet+NOUN+A3SG+PNON+NOM
bilmezler	bil+VERB+NEG+AOR+A3PL
,	,+PUNC
üstelik	üstelik+ADV
hiçbir	hiçbir+DET
şeyden	şey+NOUN+A3SG+PNON+ABL
zevk	zevk+NOUN+A3SG+PNON+NOM
almaz	al+VERB+NEG+AOR^DB+ADJ+ZERO
olurlar	ol+VERB+POS+AOR+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Faili	fail+ADJ^DB+NOUN+ZERO+A3SG+P3SG+NOM
meçhul	meçhul+ADJ
cinayet	cinayet+NOUN+A3SG+PNON+NOM
kurbanları	kurban+NOUN+A3PL+P3SG+NOM
için	için+POSTP+PCNOM
yıllardır	yıl+NOUN+A3PL+PNON+NOM^DB+ADV+SINCE
karanlığa	karanlık+NOUN+A3SG+PNON+DAT
kurşun	kurşun+NOUN+A3SG+PNON+NOM
sıkılıyor	sıkıl+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ahmet	ahmet+NOUN+PROP+A3SG+PNON+NOM
Hamdi	hamdi+NOUN+PROP+A3SG+PNON+NOM
Tanpınar	tanpınar+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
Beş	beş+NUM+CARD
Şehir	şehir+NOUN+A3SG+PNON+NOM
adlı	ad+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
başyapıtında	başyapıt+NOUN+A3SG+P3SG+LOC
Konya'yı	konya+NOUN+PROP+A3SG+PNON+ACC
dile	dil+NOUN+A3SG+PNON+DAT
getirirken	getir+VERB+POS+AOR^DB+ADV+WHILE
,	,+PUNC
699	699+NUM+CARD
yılının	yıl+NOUN+A3SG+P3SG+GEN
o	o+PRON+PERS+A3SG+PNON+NOM
müthiş	müthiş+ADJ
günlerinden	gün+NOUN+A3PL+P3SG+ABL
de	de+CONJ
söz	söz+NOUN+A3SG+PNON+NOM
açar	aç+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
ABD	abd+NOUN+A3SG+PNON+NOM
Başkanı	başkan+NOUN+A3SG+P3SG+NOM
George	george+NOUN+PROP+A3SG+PNON+NOM
Bush	bush+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
Irak'taki	ırak+NOUN+PROP+A3SG+PNON+LOC^DB+ADJ+REL
Amerikan	amerikan+ADJ
birliklerinin	birlik+NOUN+A3PL+P3SG+GEN
omuzlarındaki	omuz+NOUN+A3SG+P3PL+LOC^DB+ADJ+REL
yükün	yük+NOUN+A3SG+PNON+GEN
,	,+PUNC
sonbaharda	sonbahar+NOUN+A3SG+PNON+LOC
müttefiklerin	müttefik+ADJ^DB+NOUN+ZERO+A3PL+PNON+GEN
gelişiyle	gel+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+INS
hafifleyeceğini	hafifle+VERB+POS^DB+NOUN+FUTPART+A3SG+P3SG+ACC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gelişmekte	geliş+VERB+POS+PROG2+A3SG
olan	ol+VERB+POS^DB+ADJ+PRESPART
ülkelerin	ülke+NOUN+A3PL+PNON+GEN
emisyon	emisyon+NOUN+A3SG+PNON+NOM
artışına	artış+NOUN+A3SG+P3SG+DAT
neden	neden+ADV
olduğunu	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
açıklayan	açıkla+VERB+POS^DB+ADJ+PRESPART
taslakta	taslak+NOUN+A3SG+PNON+LOC
,	,+PUNC
ulaşımın	ulaşım+NOUN+A3SG+PNON+GEN
önemli	önemli+ADJ
bir	bir+DET
sorun	sorun+NOUN+A3SG+PNON+NOM
olduğuna	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+DAT
ve	ve+CONJ
araba	araba+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
uçakların	uçak+NOUN+A3PL+PNON+GEN
emisyonları	emisyon+NOUN+A3SG+P3PL+NOM
artırdığına	artır+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+DAT
dikkat	dikkat+NOUN+A3SG+PNON+NOM
çekiliyor	çek+VERB^DB+VERB+PASS+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Uhuru'dan	uhuru+NOUN+PROP+A3SG+PNON+ABL
önce	önce+POSTP+PCABL
şu	şu+DET
otelden	otel+NOUN+A3SG+PNON+ABL
içeri	içeri+ADJ
zor	zor+ADJ
girebilirdik	gir+VERB+POS^DB+VERB+ABLE+AOR+PAST+A1PL
.	.+PUNC
"	"+PUNC
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bunu	bu+PRON+DEMONSP+A3SG+PNON+ACC
da	da+CONJ
mı	mi+QUES+PRES+A3SG
o	o+PRON+PERS+A3SG+PNON+NOM
yapmış	yap+VERB+POS+NARR+A3SG
?	?+PUNC
"	"+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ama	ama+CONJ
Ada	ada+NOUN+PROP+A3SG+PNON+NOM
vapuruna	vapur+NOUN+A3SG+P3SG+DAT
,	,+PUNC
üç	üç+NUM+CARD
,	,+PUNC
dört	dört+NUM+CARD
saat	saat+NOUN+A3SG+PNON+NOM
vardı	var+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Nazik	nazik+ADJ
ve	ve+CONJ
sıcak	sıcak+ADJ
bir	bir+DET
özür	özür+NOUN+A3SG+PNON+NOM
gülümseyişiyle	gülümse+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+INS
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yarım	yarım+ADJ
greyfurt	greyfurt+NOUN+A3SG+PNON+NOM
günlük	günlük+NOUN+A3SG+PNON+NOM
C	C+NOUN+PROP+A3SG+PNON+NOM
vitamini	vitamin+NOUN+A3SG+P3SG+NOM
ihtiyacının	ihtiyaç+NOUN+A3SG+P3SG+GEN
yüzde	yüz+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+LOC
altmışını	altmış+NUM+CARD^DB+NOUN+ZERO+A3SG+P3SG+ACC
sağlar	sağla+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tam	tam+ADJ
arkanda	arka+NOUN+A3SG+P2SG+LOC
,	,+PUNC
dedi	de+VERB+POS+PAST+A3SG
kadın	kadın+NOUN+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
</DOC>	</DOC>+EDTag
