<DOC>	<DOC>+BDTag
uçuşları	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+NOM
gösterin	göster+VERB+POS+IMP+A2PL
</S>	</S>+ESTag
<S>	<S>+BSTag
Dfw	Dfw+NOUN+PROP+A3SG+PNON+NOM
ve	ve+CONJ
Oakland	oakland+NOUN+PROP+A3SG+PNON+NOM
arası	ara+NOUN+A3SG+P3SG+NOM
hangi	hangi+ADJ
uçuşlar	uç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+NOM
Oakland'a	oakland+NOUN+PROP+A3SG+PNON+DAT
sabah	sabah+NOUN+A3SG+PNON+NOM
11:33	1133+NUM+CARD
ve	ve+CONJ
akşam	akşam+NOUN+A3SG+PNON+NOM
4:30	430+NUM+CARD
arası	ara+NOUN+A3SG+P3SG+NOM
iniyor	in+VERB+POS+PROG1+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Toronto'dan	toronto+NOUN+PROP+A3SG+PNON+ABL
San	san+NOUN+PROP+A3SG+PNON+NOM
Diego'ya	diego+NOUN+PROP+A3SG+PNON+DAT
DC'de	dc+NOUN+PROP+A3SG+PNON+LOC
beklemeli	beklemeli+ADJ
bir	bir+DET
Air	air+NOUN+PROP+A3SG+PNON+NOM
Canada	Canada+NOUN+PROP+A3SG+PNON+NOM
uçuşuna	uç+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+DAT
ihtiyacım	ihtiyaç+NOUN+A3SG+P1SG+NOM
var	var+ADJ
</S>	</S>+ESTag
<S>	<S>+BSTag
Bana	ben+PRON+PERS+A1SG+PNON+DAT
akşam	akşam+NOUN+A3SG+PNON+NOM
4'ten	4+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+ABL
sonra	sonra+POSTP+PCABL
Dallas'tan	dallas+NOUN+PROP+A3SG+PNON+ABL
kalkan	kalk+VERB+POS^DB+ADJ+PRESPART
Dallas	dallas+NOUN+PROP+A3SG+PNON+NOM
-	-+PUNC
San	san+NOUN+PROP+A3SG+PNON+NOM
Francisco	francisco+NOUN+PROP+A3SG+PNON+NOM
arası	ara+NOUN+A3SG+P3SG+NOM
en	en+ADV
ucuz	ucuz+ADJ
tek	tek+ADJ
yön	yön+NOUN+A3SG+PNON+NOM
uçuşlarını	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+ACC
göster	göster+VERB+POS+IMP+A2SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Charlotte	charlotte+NOUN+PROP+A3SG+PNON+NOM
Kuzey	kuzey+NOUN+PROP+A3SG+PNON+NOM
Carolina'dan	carolina+NOUN+PROP+A3SG+PNON+ABL
Phoenix	phoenix+NOUN+PROP+A3SG+PNON+NOM
Arizona'ya	arizona+NOUN+PROP+A3SG+PNON+DAT
giden	git+VERB+POS^DB+ADJ+PRESPART
pazartesi	pazartesi+NOUN+A3SG+PNON+NOM
uçuşları	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+NOM
nelerdir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A3PL+COP
</S>	</S>+ESTag
<S>	<S>+BSTag
Boston	boston+NOUN+PROP+A3SG+PNON+NOM
ve	ve+CONJ
Oakland	oakland+NOUN+PROP+A3SG+PNON+NOM
arasında	ara+NOUN+A3SG+P3SG+LOC
en	en+ADV
ucuz	ucuz+ADJ
tek	tek+ADJ
yön	yön+NOUN+A3SG+PNON+NOM
tarifesindeki	tarife+NOUN+A3SG+P3SG+LOC^DB+ADJ+REL
kısıtlamalar	kısıtlama+NOUN+A3PL+PNON+NOM
nelerdir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A3PL+COP
</S>	</S>+ESTag
<S>	<S>+BSTag
Bana	ben+PRON+PERS+A1SG+PNON+DAT
Washington	washington+NOUN+PROP+A3SG+PNON+NOM
DC'deki	dc+NOUN+PROP+A3SG+PNON+LOC^DB+ADJ+REL
tüm	tüm+DET
kara	kara+NOUN+A3SG+PNON+NOM
ulaşımını	ulaşım+NOUN+A3SG+P3SG+ACC
gösterin	göster+VERB+POS+IMP+A2PL
</S>	</S>+ESTag
<S>	<S>+BSTag
Washington	washington+NOUN+PROP+A3SG+PNON+NOM
DC'de	dc+NOUN+PROP+A3SG+PNON+LOC
ne	ne+ADJ
tür	tür+NOUN+A3SG+PNON+NOM
bir	bir+DET
kara	kara+NOUN+A3SG+PNON+NOM
ulaşımı	ulaşım+NOUN+A3SG+P3SG+NOM
var	var+ADJ
</S>	</S>+ESTag
<S>	<S>+BSTag
416	416+NUM+CARD
dolarlık	dolarlık+NOUN+A3SG+PNON+NOM
uçak	uçak+NOUN+A3SG+PNON+NOM
bileti	bilet+NOUN+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
Pittsburgh'tan	pittsburgh+NOUN+PROP+A3SG+PNON+ABL
Atlanta'ya	atlanta+NOUN+PROP+A3SG+PNON+DAT
giden	git+VERB+POS^DB+ADJ+PRESPART
uçuşlardaki	uç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+LOC^DB+ADJ+REL
havayolu	havayol+NOUN+A3SG+P3SG+NOM
kısıtlamaları	kısıtlama+NOUN+A3PL+P3SG+NOM
nelerdir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A3PL+COP
</S>	</S>+ESTag
<S>	<S>+BSTag
Bana	ben+PRON+PERS+A1SG+PNON+DAT
Baltimore'den	baltimore+NOUN+PROP+A3SG+PNON+ABL
Dallas'a	dallas+NOUN+PROP+A3SG+PNON+DAT
olan	ol+VERB+POS^DB+ADJ+PRESPART
ekonomi	ekonomi+NOUN+A3SG+PNON+NOM
sınıfı	sınıf+NOUN+A3SG+P3SG+NOM
uçuşları	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+NOM
gösterebilir	göster+VERB+POS^DB+VERB+ABLE+AOR+A3SG
misiniz	mi+QUES+PRES+A2PL
</S>	</S>+ESTag
<S>	<S>+BSTag
Dallas'tan	dallas+NOUN+PROP+A3SG+PNON+ABL
Baltimore'ye	baltimore+NOUN+PROP+A3SG+PNON+DAT
yedi	yedi+NUM+CARD
Temmuz'da	temmuz+NOUN+PROP+A3SG+PNON+LOC
varan	var+VERB+POS^DB+ADJ+PRESPART
ekonomi	ekonomi+NOUN+A3SG+PNON+NOM
sınıfında	sınıf+NOUN+A3SG+P3SG+LOC
olan	ol+VERB+POS^DB+ADJ+PRESPART
en	en+ADV
ucuz	ucuz+ADJ
bilet	bilet+NOUN+A3SG+PNON+NOM
nedir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
AP68	AP68+NOUN+PROP+A3SG+PNON+NOM
kısıtlaması	kısıtlama+NOUN+A3SG+P3SG+NOM
nedir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
10	10+NUM+CARD
-	-+PUNC
2	2+NUM+CARD
arası	ara+NOUN+A3SG+P3SG+NOM
Pittsburgh'tan	pittsburgh+NOUN+PROP+A3SG+PNON+ABL
Baltimore'ye	baltimore+NOUN+PROP+A3SG+PNON+DAT
olan	ol+VERB+POS^DB+ADJ+PRESPART
uçuşlar	uç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
Baltimore'den	baltimore+NOUN+PROP+A3SG+PNON+ABL
San	san+NOUN+PROP+A3SG+PNON+NOM
Francisco'ya	francisco+NOUN+PROP+A3SG+PNON+DAT
cuma	cuma+NOUN+A3SG+PNON+NOM
günü	gün+NOUN+A3SG+P3SG+NOM
akşam	akşam+NOUN+A3SG+PNON+NOM
6	6+NUM+CARD
-	-+PUNC
8	8+NUM+CARD
arasındaki	ara+NOUN+A3SG+P3SG+LOC^DB+ADJ+REL
uçuşları	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+NOM
göster	göster+VERB+POS+IMP+A2SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Kaliforniya	kaliforniya+NOUN+PROP+A3SG+PNON+NOM
havaalanlarını	havaalan+NOUN+A3PL+P3SG+ACC
listele	listele+VERB+POS+IMP+A2SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Tampa'dan	tampa+NOUN+PROP+A3SG+PNON+ABL
Milwaukee'ye	milwaukee+NOUN+PROP+A3SG+PNON+DAT
Amerikan	amerikan+NOUN+A3SG+PNON+NOM
811	811+NUM+CARD
uçuşunda	uç+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+LOC
hangi	hangi+PRON+QUESP+A3SG+PNON+NOM
yemekler	yemek+NOUN+A3PL+PNON+NOM
servis	servis+NOUN+A3SG+PNON+NOM
edilir	et+VERB^DB+VERB+PASS+POS+AOR+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
dl	dl+NOUN+A3SG+PNON+NOM
468'de	468+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+LOC
hangi	hangi+ADJ
öğünler	öğün+NOUN+A3PL+PNON+NOM
var	var+ADJ
hangileri	hangi+PRON+QUESP+A3PL+P3PL+NOM
San	san+NOUN+PROP+A3SG+PNON+NOM
Francisco'ya	francisco+NOUN+PROP+A3SG+PNON+DAT
950'de	950+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+LOC
geliyor	gel+VERB+POS+PROG1+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Fort	fort+NOUN+PROP+A3SG+PNON+NOM
Worth	Worth+NOUN+PROP+A3SG+PNON+NOM
Texas'taki	texas+NOUN+PROP+A3SG+PNON+LOC^DB+ADJ+REL
mevcut	mevcut+ADJ
karayolu	karayol+NOUN+A3SG+P3SG+NOM
ulaşım	ulaşım+NOUN+A3SG+PNON+NOM
imkanları	imkan+NOUN+A3PL+P3SG+NOM
nelerdir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A3PL+COP
</S>	</S>+ESTag
<S>	<S>+BSTag
Boston'dan	boston+NOUN+PROP+A3SG+PNON+ABL
Atlanta'ya	atlanta+NOUN+PROP+A3SG+PNON+DAT
gitmem	git+VERB+POS^DB+NOUN+INF2+A3SG+P1SG+NOM
gerekiyor	gerek+VERB+POS+PROG1+A3SG
ve	ve+CONJ
aynı	aynı+ADJ
gün	gün+NOUN+A3SG+PNON+NOM
geri	geri+ADJ
dönmem	dön+VERB+POS^DB+NOUN+INF2+A3SG+P1SG+NOM
gerekiyor	gerek+VERB+POS+PROG1+A3SG
Bana	ben+PRON+PERS+A1SG+PNON+DAT
Boston'dan	boston+NOUN+PROP+A3SG+PNON+ABL
en	en+ADV
erken	erken+ADJ
uçuşu	uç+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+NOM
bulun	bul+VERB+POS+IMP+A2PL
</S>	</S>+ESTag
<S>	<S>+BSTag
Önümüzdeki	ön+NOUN+A3SG+P1PL+LOC^DB+ADJ+REL
çarşamba	çarşamba+NOUN+A3SG+PNON+NOM
akşam	akşam+NOUN+A3SG+PNON+NOM
varıp	var+VERB+POS^DB+ADV+AFTERDOINGSO
ertesi	ertesi+ADJ
gün	gün+NOUN+A3SG+PNON+NOM
geri	geri+ADV
dönerek	dön+VERB+POS^DB+ADV+BYDOINGSO
Kansas	kansas+NOUN+PROP+A3SG+PNON+NOM
City'den	city+NOUN+PROP+A3SG+PNON+ABL
Chicago'ya	chicago+NOUN+PROP+A3SG+PNON+DAT
uçmak	uç+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istiyorum	iste+VERB+POS+PROG1+A1SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Hangi	hangi+ADJ
havaalanı	havaalan+NOUN+A3SG+P3SG+NOM
Ontario	Ontario+NOUN+PROP+A3SG+PNON+NOM
California'ya	california+NOUN+PROP+A3SG+PNON+DAT
en	en+ADV
yakın	yakın+NOUN+A3SG+PNON+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
Orlando'ya	orlando+NOUN+PROP+A3SG+PNON+DAT
Houston'dan	houston+NOUN+PROP+A3SG+PNON+ABL
gelen	gel+VERB+POS^DB+ADJ+PRESPART
en	en+ADV
erken	erken+ADV
uçuş	uç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
nedir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Lütfen	lütfen+ADV
Washington	washington+NOUN+PROP+A3SG+PNON+NOM
DC'den	dc+NOUN+PROP+A3SG+PNON+ABL
San	san+NOUN+PROP+A3SG+PNON+NOM
Francisco'ya	francisco+NOUN+PROP+A3SG+PNON+DAT
mümkün	mümkün+ADJ
olan	ol+VERB+POS^DB+ADJ+PRESPART
en	en+ADV
erken	erken+ADJ
saatte	saat+NOUN+A3SG+PNON+LOC
twa'dan	twa'dan+NOUN+A3SG+PNON+NOM
bir	bir+DET
uçuş	uç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
rezervasyonu	rezervasyon+NOUN+A3SG+PNON+ACC
yapın	yap+VERB+POS+IMP+A2PL
</S>	</S>+ESTag
<S>	<S>+BSTag
Kaliforniya	kaliforniya+NOUN+PROP+A3SG+PNON+NOM
Nevada	nevada+NOUN+PROP+A3SG+PNON+NOM
Arizona	arizona+NOUN+PROP+A3SG+PNON+NOM
havalimanlarını	havaliman+NOUN+A3PL+P3SG+ACC
listele	listele+VERB+POS+IMP+A2SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Chicago'dan	chicago+NOUN+PROP+A3SG+PNON+ABL
Kansas	kansas+NOUN+PROP+A3SG+PNON+NOM
City'e	city+NOUN+PROP+A3SG+PNON+DAT
önümüzdeki	ön+NOUN+A3SG+P1PL+LOC^DB+ADJ+REL
Perşembe	perşembe+NOUN+PROP+A3SG+PNON+NOM
akşam	akşam+NOUN+A3SG+PNON+NOM
7:00	7:00+TIME
civarında	civar+NOUN+A3SG+P3SG+LOC
varan	var+VERB+POS^DB+ADJ+PRESPART
uçuşlar	uç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+NOM
için	için+POSTP+PCNOM
birinci	birinci+ADJ
sınıf	sınıf+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
otobüs	otobüs+NOUN+A3SG+PNON+NOM
ücretleri	ücret+NOUN+A3PL+P3SG+NOM
nedir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
19	19+NUM+CARD
Mayıs	mayıs+NOUN+PROP+A3SG+PNON+NOM
çarşamba	çarşamba+NOUN+A3SG+PNON+NOM
San	san+NOUN+PROP+A3SG+PNON+NOM
Jose'den	jose+NOUN+PROP+A3SG+PNON+ABL
Nashville'ye	nashville+NOUN+PROP+A3SG+PNON+DAT
gece	gece+NOUN+A3SG+PNON+NOM
uçuşu	uç+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+NOM
var	var+ADJ
mı	mi+QUES+PRES+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Aslında	aslında+ADV
yirmi	yirmi+NUM+CARD
iki	iki+NUM+CARD
Mayıs	mayıs+NOUN+PROP+A3SG+PNON+NOM
cumartesi	cumartesi+NOUN+A3SG+PNON+NOM
günü	gün+NOUN+A3SG+P3SG+NOM
Las	Las+NOUN+PROP+A3SG+PNON+NOM
Vegas'tan	vegas+NOUN+PROP+A3SG+PNON+ABL
Burbank'e	burbank+NOUN+PROP+A3SG+PNON+DAT
aktarmasız	aktarmasız+ADJ
uçuşlar	uç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+NOM
nelerdir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A3PL+COP
</S>	</S>+ESTag
<S>	<S>+BSTag
AP	ap+NOUN+PROP+A3SG+PNON+NOM
57	57+NUM+CARD
ne	ne+PRON+QUESP+A3SG+PNON+NOM
anlama	anlam+NOUN+A3SG+PNON+DAT
geliyor	gel+VERB+POS+PROG1+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Önümüzdeki	ön+NOUN+A3SG+P1PL+LOC^DB+ADJ+REL
cumartesi	cumartesi+NOUN+A3SG+PNON+NOM
akşamı	akşam+NOUN+A3SG+P3SG+NOM
iki	iki+NUM+CARD
arkadaşım	arkadaş+NOUN+A3SG+P1SG+NOM
için	için+POSTP+PCNOM
Los	los+NOUN+PROP+A3SG+PNON+NOM
Angeles'e	angeles+NOUN+PROP+A3SG+PNON+DAT
uçuş	uç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
ayarlamak	ayarla+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istiyorum	iste+VERB+POS+PROG1+A1SG
biri	biri+PRON+QUANTP+A3SG+P3SG+NOM
Kansas'tan	kansas+NOUN+PROP+A3SG+PNON+ABL
diğeri	diğer+ADJ^DB+NOUN+ZERO+A3SG+P3SG+NOM
de	de+CONJ
Las	Las+NOUN+PROP+A3SG+PNON+NOM
Vegas'tan	vegas+NOUN+PROP+A3SG+PNON+ABL
geliyor	gel+VERB+POS+PROG1+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
27	27+NUM+CARD
Temmuz'da	temmuz+NOUN+PROP+A3SG+PNON+LOC
Dallas'tan	dallas+NOUN+PROP+A3SG+PNON+ABL
Oakland'a	oakland+NOUN+PROP+A3SG+PNON+DAT
kaç	kaç+ADJ
aktarmasız	aktarmasız+ADJ
uçuş	uç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
gidiyor	git+VERB+POS+PROG1+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
AP	ap+NOUN+PROP+A3SG+PNON+NOM
57	57+NUM+CARD
kısıtlamasını	kısıtlama+NOUN+A3SG+P3SG+ACC
açıklayın	açıkla+VERB+POS+IMP+A2PL
</S>	</S>+ESTag
<S>	<S>+BSTag
AP	ap+NOUN+PROP+A3SG+PNON+NOM
55	55+NUM+CARD
kısıtlaması	kısıtlama+NOUN+A3SG+P3SG+NOM
nedir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
28	28+NUM+CARD
Şubat'ta	şubat+NOUN+PROP+A3SG+PNON+LOC
sabah	sabah+NOUN+A3SG+PNON+NOM
erkenden	erkenden+ADV
New	new+NOUN+PROP+A3SG+PNON+NOM
York'tan	york+NOUN+PROP+A3SG+PNON+ABL
Las	Las+NOUN+PROP+A3SG+PNON+NOM
Vegas'a	vegas+NOUN+PROP+A3SG+PNON+DAT
aktarmasız	aktarmasız+ADJ
bir	bir+DET
uçuş	uç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
istiyorum	iste+VERB+POS+PROG1+A1SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Denver'den	denver+NOUN+PROP+A3SG+PNON+ABL
San	san+NOUN+PROP+A3SG+PNON+NOM
Francisco'ya	francisco+NOUN+PROP+A3SG+PNON+DAT
en	en+ADV
az	az+ADJ
bir	bir+NUM+CARD
durakla	durak+NOUN+A3SG+PNON+INS
uçmak	uç+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istiyorum	iste+VERB+POS+PROG1+A1SG
</S>	</S>+ESTag
<S>	<S>+BSTag
AP	ap+NOUN+PROP+A3SG+PNON+NOM
80	80+NUM+CARD
kısıtlaması	kısıtlama+NOUN+A3SG+P3SG+NOM
nedir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Boston'dan	boston+NOUN+PROP+A3SG+PNON+ABL
DC'ye	dc+NOUN+PROP+A3SG+PNON+DAT
22	22+NUM+CARD
Temmuz	temmuz+NOUN+PROP+A3SG+PNON+NOM
sabah	sabah+NOUN+A3SG+PNON+NOM
saat	saat+NOUN+A3SG+PNON+NOM
9'dan	9+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+ABL
önce	önce+POSTP+PCABL
varan	var+VERB+POS^DB+ADJ+PRESPART
uçuşların	uç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+GEN
listesini	liste+NOUN+A3SG+P3SG+ACC
göster	göster+VERB+POS+IMP+A2SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Lütfen	lütfen+ADV
Ontario	Ontario+NOUN+PROP+A3SG+PNON+NOM
California'dan	california+NOUN+PROP+A3SG+PNON+ABL
Orlando	orlando+NOUN+PROP+A3SG+PNON+NOM
Florida'ya	florida+NOUN+PROP+A3SG+PNON+DAT
olan	ol+VERB+POS^DB+ADJ+PRESPART
en	en+ADV
kısa	kısa+ADJ
tek	tek+ADJ
aktarmalı	aktarmalı+ADJ
uçuşu	uç+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+NOM
listeleyin	listele+VERB+POS+IMP+A2PL
</S>	</S>+ESTag
<S>	<S>+BSTag
bana	ben+PRON+PERS+A1SG+PNON+DAT
Philadelphia'dan	philadelphia+NOUN+PROP+A3SG+PNON+ABL
San	san+NOUN+PROP+A3SG+PNON+NOM
Francisco'ya	francisco+NOUN+PROP+A3SG+PNON+DAT
Dallas	dallas+NOUN+PROP+A3SG+PNON+NOM
aktarmalı	aktarmalı+ADJ
tüm	tüm+DET
uçuşları	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+NOM
göster	göster+VERB+POS+IMP+A2SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Washington'dan	washington+NOUN+PROP+A3SG+PNON+ABL
Denver'e	denver+NOUN+PROP+A3SG+PNON+DAT
giden	git+VERB+POS^DB+ADJ+PRESPART
öğleden	öğle+NOUN+A3SG+PNON+ABL
sonra	sonra+POSTP+PCABL
geç	geç+ADV
bir	bir+DET
uçuş	uç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
var	var+ADJ
mı	mi+QUES+PRES+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Bana	ben+PRON+PERS+A1SG+PNON+DAT
önümüzdeki	ön+NOUN+A3SG+P1PL+LOC^DB+ADJ+REL
Pazartesi	pazartesi+NOUN+PROP+A3SG+PNON+NOM
Atlanta'dan	atlanta+NOUN+PROP+A3SG+PNON+ABL
kalkan	kalk+VERB+POS^DB+ADJ+PRESPART
ve	ve+CONJ
Charlotte	charlotte+NOUN+PROP+A3SG+PNON+NOM
Kuzey	kuzey+NOUN+PROP+A3SG+PNON+NOM
Carolina'ya	carolina+NOUN+PROP+A3SG+PNON+DAT
giden	git+VERB+POS^DB+ADJ+PRESPART
uçuşları	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+NOM
söyleyin	söyle+VERB+POS+IMP+A2PL
Charlotte'ye	charlotte+NOUN+PROP+A3SG+PNON+DAT
akşam	akşam+NOUN+A3SG+PNON+NOM
415	415+NUM+CARD
ile	ile+CONJ
530	530+NUM+CARD
arasında	ara+NOUN+A3SG+P3SG+LOC
varacak	var+VERB+POS^DB+ADJ+FUTPART+PNON
uçuşları	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+NOM
bilmem	bilme+NOUN+A3SG+P1SG+NOM
gerekiyor	gerek+VERB+POS+PROG1+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
bana	ben+PRON+PERS+A1SG+PNON+DAT
Denver	denver+NOUN+PROP+A3SG+PNON+NOM
aktarmalı	aktarmalı+ADJ
Miami'den	miami+NOUN+PROP+A3SG+PNON+ABL
San	san+NOUN+PROP+A3SG+PNON+NOM
Diego'ya	diego+NOUN+PROP+A3SG+PNON+DAT
olan	ol+VERB+POS^DB+ADJ+PRESPART
uçuşları	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+NOM
göster	göster+VERB+POS+IMP+A2SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Tamam	tamam+ADJ
1	1+NUM+CARD
Haziran	haziran+NOUN+PROP+A3SG+PNON+NOM
salı	salı+NOUN+A3SG+PNON+NOM
günü	gün+NOUN+A3SG+P3SG+NOM
öğleden	öğle+NOUN+A3SG+PNON+ABL
sonra	sonra+POSTP+PCABL
geç	geç+ADJ
saatlerde	saat+NOUN+A3PL+PNON+LOC
Phoenix'den	phoenix+NOUN+PROP+A3SG+PNON+ABL
Detroit'e	detroit+NOUN+PROP+A3SG+PNON+DAT
gitmek	git+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istiyorum	iste+VERB+POS+PROG1+A1SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Atlanta'dan	atlanta+NOUN+PROP+A3SG+PNON+ABL
Charlotte	charlotte+NOUN+PROP+A3SG+PNON+NOM
North	north+NOUN+PROP+A3SG+PNON+NOM
Carolina'ya	carolina+NOUN+PROP+A3SG+PNON+DAT
önümüzdeki	ön+NOUN+A3SG+P1PL+LOC^DB+ADJ+REL
Pazartesi	pazartesi+NOUN+PROP+A3SG+PNON+NOM
günü	gün+NOUN+A3SG+P3SG+NOM
kalkan	kalk+VERB+POS^DB+ADJ+PRESPART
tüm	tüm+DET
uçuşları	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+NOM
listeleyin	listele+VERB+POS+IMP+A2PL
</S>	</S>+ESTag
<S>	<S>+BSTag
önümüzdeki	ön+NOUN+A3SG+P1PL+LOC^DB+ADJ+REL
pazartesi	pazartesi+NOUN+A3SG+PNON+NOM
Atlanta'dan	atlanta+NOUN+PROP+A3SG+PNON+ABL
Charlotte	charlotte+NOUN+PROP+A3SG+PNON+NOM
Kuzey	kuzey+NOUN+PROP+A3SG+PNON+NOM
Carolina'ya	carolina+NOUN+PROP+A3SG+PNON+DAT
uçuşunuz	uç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+GEN^DB+VERB+ZERO+PRES+A1PL
var	var+ADJ
mı	mi+QUES+PRES+A3SG
</S>	</S>+ESTag
<S>	<S>+BSTag
Chicago'dan	chicago+NOUN+PROP+A3SG+PNON+ABL
Milwaukee'ye	milwaukee+NOUN+PROP+A3SG+PNON+DAT
öğleden	öğle+NOUN+A3SG+PNON+ABL
sonra	sonra+POSTP+PCABL
geç	geç+ADV
saatlerdeki	saat+NOUN+A3PL+PNON+LOC^DB+ADJ+REL
uçuşlarının	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+GEN
bir	bir+DET
listesine	liste+NOUN+A3SG+P3SG+DAT
ihtiyacım	ihtiyaç+NOUN+A3SG+P1SG+NOM
var	var+ADJ
</S>	</S>+ESTag
<S>	<S>+BSTag
Bana	ben+PRON+PERS+A1SG+PNON+DAT
Dallas	dallas+NOUN+PROP+A3SG+PNON+NOM
Fort	fort+NOUN+PROP+A3SG+PNON+NOM
Worth	Worth+NOUN+PROP+A3SG+PNON+NOM
ile	ile+CONJ
San	san+NOUN+PROP+A3SG+PNON+NOM
Francisco	francisco+NOUN+PROP+A3SG+PNON+NOM
veya	veya+CONJ
Oakland	oakland+NOUN+PROP+A3SG+PNON+NOM
arasındaki	ara+NOUN+A3SG+P3SG+LOC^DB+ADJ+REL
akşam	akşam+NOUN+A3SG+PNON+NOM
5	5+NUM+CARD
-	-+PUNC
7	7+NUM+CARD
saatleri	saat+NOUN+A3PL+P3SG+NOM
arasında	ara+NOUN+A3SG+P3SG+LOC
kalkan	kalk+VERB+POS^DB+ADJ+PRESPART
tüm	tüm+DET
uçuşları	uç+VERB+POS^DB+NOUN+INF3+A3PL+P3SG+NOM
gösterin	göster+VERB+POS+IMP+A2PL
</S>	</S>+ESTag
<S>	<S>+BSTag
6	6+NUM+CARD
Nisan	nisan+NOUN+PROP+A3SG+PNON+NOM
