<DOC>	<DOC>+BDTag
göre	göre+POSTP+PCDAT
%7.8	%7.8+PERCENT
artış	artış+NOUN+A3SG+PNON+NOM
gösterdi	göster+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
UNESCO	unesco+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
BM	bm+NOUN+PROP+A3SG+PNON+NOM
kurucuları	kur+VERB+POS^DB+NOUN+AGT+A3PL+P3SG+NOM
bireysel	bireysel+ADJ
haklarını	hak+NOUN+A3PL+P3SG+ACC
ve	ve+CONJ
özgürlüklerini	özgür+ADJ^DB+NOUN+NESS+A3PL+P3SG+ACC
``	``+PUNC
insan	insan+NOUN+A3SG+PNON+NOM
haklarına	hak+NOUN+A3PL+P3SG+DAT
dönüştürüyordu	dönüş+VERB^DB+VERB+CAUS+POS+PROG1+PAST+A3SG
.	.+PUNC
''	''+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ancak	ancak+CONJ
Dodger'in	dodger+NOUN+PROP+A3SG+PNON+GEN
sert	sert+ADJ
oyuncusu	oyuncu+NOUN+A3SG+P3SG+NOM
,	,+PUNC
rüzgarın	rüzgar+NOUN+A3SG+PNON+GEN
ne	ne+PRON+QUESP+A3SG+PNON+NOM
zaman	zaman+NOUN+A3SG+PNON+NOM
tekrar	tekrar+ADV
ondan	o+PRON+PERS+A3SG+PNON+ABL
yana	yan+NOUN+A3SG+PNON+DAT
eseceğine	es+VERB+POS^DB+NOUN+FUTPART+A3SG+P3SG+DAT
dair	dair+POSTP+PCDAT
bir	bir+DET
öngörüde	öngörü+NOUN+A3SG+PNON+LOC
bulunmayacak	bulun+VERB+NEG^DB+ADJ+FUTPART+PNON
kadar	kadar+POSTP+PCDAT
bilgeydi	bilge+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tahvillere	tahvil+NOUN+A3PL+PNON+DAT
26	26+NUM+CARD
Ekim'de	ekim+NOUN+PROP+A3SG+PNON+LOC
tarih	tarih+NOUN+A3SG+PNON+NOM
verilecek	ver+VERB^DB+VERB+PASS+POS+FUT+A3SG
ve	ve+CONJ
25	25+NUM+CARD
Ekim	ekim+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
1990'da	1990+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+LOC
ise	i+VERB+POS+COND+A3SG
vadesi	vade+NOUN+A3SG+P3SG+NOM
dolacak	dol+VERB+POS+FUT+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
UNESCO	unesco+NOUN+PROP+A3SG+PNON+NOM
bir	bir+DET
sonraki	sonraki+ADJ
projelerini	proje+NOUN+A3PL+P3SG+ACC
tasarlamak	tasarla+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
iki	iki+NUM+CARD
yılda	yıl+NOUN+A3SG+PNON+LOC
bir	bir+DET
düzenlediği	düzenle+VERB+POS^DB+ADJ+PASTPART+P3SG
toplantısını	toplantı+NOUN+A3SG+P3SG+ACC
şimdi	şimdi+ADV
Paris'te	paris+NOUN+PROP+A3SG+PNON+LOC
yapıyor	yap+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gelir	gelir+NOUN+A3SG+PNON+NOM
projeksiyonları	projeksiyon+NOUN+A3PL+P3SG+NOM
6.20	6.2+NUM+REAL
milyardan	milyar+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+ABL
,	,+PUNC
6.03	6.03+NUM+REAL
milyar	milyar+NUM+CARD
dolara	dolar+NOUN+A3SG+PNON+DAT
indirilecektir	indir+VERB^DB+VERB+PASS+POS+FUT+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kara	kara+NOUN+PROP+A3SG+PNON+NOM
Pazartesi'den	pazartesi+NOUN+PROP+A3SG+PNON+ABL
önceki	önce+NOUN+A3SG+PNON+NOM^DB+ADJ+REL
haftasonunun	haftasonu+NOUN+A3SG+PNON+GEN
aksine	aksine+ADV
,	,+PUNC
fonlar	fon+NOUN+A3PL+PNON+NOM
ağır	ağır+ADJ
para	para+NOUN+A3SG+PNON+NOM
çekme	çek+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
talepleriyle	talep+NOUN+A3PL+P3SG+INS
dolup	dol+VERB+POS^DB+ADV+AFTERDOINGSO
taşmadı	taş+VERB+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Batı	batı+NOUN+A3SG+PNON+NOM
Almanya	almanya+NOUN+PROP+A3SG+PNON+NOM
da	da+CONJ
dahil	dahil+NOUN+A3SG+PNON+NOM
olmak	ol+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
üzere	üzere+POSTP+PCNOM
diğer	diğer+ADJ
ülkeler	ülke+NOUN+A3PL+PNON+NOM
,	,+PUNC
sürekli	sürekli+ADV
üyeliği	üyelik+NOUN+A3SG+P3SG+NOM
haklı	hak+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
çıkarmakta	çık+VERB^DB+VERB+CAUS+POS+PROG2+A3SG
zorlanabilir	zorlan+VERB+POS^DB+VERB+ABLE+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Bütün	bütün+ADJ
gece	gece+NOUN+A3SG+PNON+NOM
boyunca	boyunca+POSTP+PCNOM
Birleşik	Birleşik+NOUN+PROP+A3SG+PNON+NOM
Devletler'den	devlet+NOUN+PROP+A3PL+PNON+ABL
telefon	telefon+NOUN+A3SG+PNON+NOM
geldi	gel+VERB+POS+PAST+A3SG
,	,+PUNC
"	"+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ve	ve+CONJ
birçok	birçok+DET
fon	fon+NOUN+A3SG+PNON+NOM
yöneticileri	yönetici+NOUN+A3PL+P3SG+NOM
nakit	nakit+NOUN+A3SG+PNON+NOM
düzeylerini	düzey+NOUN+A3PL+P3PL+ACC
inşa	inşa+NOUN+A3SG+PNON+NOM
edecek	et+VERB+POS+FUT+A3SG
ve	ve+CONJ
hisse	hisse+NOUN+A3SG+PNON+NOM
senetlerini	senet+NOUN+A3PL+P3PL+ACC
bu	bu+DET
hafta	hafta+NOUN+A3SG+PNON+NOM
satın	satı+NOUN+A3SG+P2SG+NOM
alacaktı	al+VERB+POS+FUT+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Araştırmacılar	araştırmacı+NOUN+A3PL+PNON+NOM
polen	polen+NOUN+A3SG+PNON+NOM
üretimini	üretim+NOUN+A3SG+P3SG+ACC
engelleyen	engelle+VERB+POS^DB+ADJ+PRESPART
bir	bir+DET
bitki	bitki+NOUN+A3SG+PNON+NOM
genini	gen+NOUN+A3SG+P3SG+ACC
izole	izole+ADJ
ettiklerini	et+VERB+POS^DB+NOUN+PASTPART+A3PL+P3SG+ACC
söylediler	söyle+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Saat	saat+NOUN+A3SG+PNON+NOM
başı	baş+NOUN+A3SG+P3SG+NOM
uyandırıldım	uyandır+VERB^DB+VERB+PASS+POS+PAST+A1SG
-	-+PUNC
1:30	1:30+TIME
,	,+PUNC
2:30	2:30+TIME
,	,+PUNC
3:30	3:30+TIME
,	,+PUNC
4:30	4:30+TIME
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Boston	boston+NOUN+PROP+A3SG+PNON+NOM
firması	firma+NOUN+A3SG+P3SG+NOM
,	,+PUNC
iki	iki+NUM+CARD
yıl	yıl+NOUN+A3SG+PNON+NOM
önce	önce+ADV
hisse	hisse+NOUN+A3SG+PNON+NOM
senedi	senet+NOUN+A3SG+P3SG+NOM
itfalarının	itfa+NOUN+A3PL+P3SG+GEN
üçte	üç+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+LOC
birinden	bir+NUM+CARD^DB+NOUN+ZERO+A3SG+P3SG+ABL
daha	daha+ADV
az	az+ADJ
bir	bir+DET
seviyede	seviye+NOUN+A3SG+PNON+LOC
gerçekleştiğini	gerçekleş+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yakında	yakında+ADV
erkek	erkek+NOUN+A3SG+PNON+NOM
-	-+PUNC
kısır	kısır+ADJ
bitkileri	bitki+NOUN+A3PL+P3SG+NOM
dölleyen	dölle+VERB+POS^DB+ADJ+PRESPART
bir	bir+DET
dizi	dizi+NOUN+A3SG+PNON+NOM
erkek	erkek+NOUN+A3SG+PNON+NOM
-	-+PUNC
verimli	verimli+ADJ
bitki	bitki+NOUN+A3SG+PNON+NOM
ekiyorlar	ek+VERB+POS+PROG1+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ama	ama+CONJ
çılgın	çılgın+ADJ
Wall	wall+NOUN+PROP+A3SG+PNON+NOM
Street	street+NOUN+PROP+A3SG+PNON+NOM
esinlerini	esin+NOUN+A3PL+P3SG+ACC
taşıyan	taşı+VERB+POS^DB+ADJ+PRESPART
miting	miting+NOUN+A3SG+PNON+NOM
sona	son+NOUN+A3SG+PNON+DAT
erdi	er+VERB+POS+PAST+A3SG
,	,+PUNC
şehir	şehir+NOUN+A3SG+PNON+NOM
rahat	rahat+ADJ
bir	bir+DET
nefes	nefes+NOUN+A3SG+PNON+NOM
aldı	al+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Birçokları	birçokları+PRON+QUANTP+A3PL+P3PL+NOM
nakit	nakit+NOUN+A3SG+PNON+NOM
düzeylerini	düzey+NOUN+A3PL+P3PL+ACC
artırdı	artır+VERB+POS+PAST+A3SG
,	,+PUNC
bu	bu+DET
hamleler	hamle+NOUN+A3PL+PNON+NOM
dik	dik+ADJ
piyasa	piyasa+NOUN+A3SG+PNON+NOM
düşüşlerinde	düşüş+NOUN+A3PL+P3SG+LOC
tampon	tampon+NOUN+A3SG+PNON+NOM
görevi	görev+NOUN+A3SG+P3SG+NOM
görmektedir	gör+VERB+POS^DB+NOUN+INF+A3SG+PNON+LOC^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bay	bay+NOUN+A3SG+PNON+NOM
Leemans	Leemans+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
bu	bu+DET
genetik	genetik+NOUN+A3SG+PNON+NOM
manipülasyonun	manipülasyon+NOUN+A3SG+PNON+GEN
o	o+DET
bitkinin	bitki+NOUN+A3SG+PNON+GEN
büyümesine	büyüme+NOUN+A3SG+P3SG+DAT
zarar	zarar+NOUN+A3SG+PNON+NOM
vermediğini	ver+VERB+NEG^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Wall	wall+NOUN+PROP+A3SG+PNON+NOM
Street'in	street+NOUN+PROP+A3SG+PNON+GEN
geçen	geçen+ADJ
Cuma	cuma+NOUN+PROP+A3SG+PNON+NOM
günkü	gün+NOUN+A3SG+PNON+NOM^DB+ADJ+REL
düşüşünün	düşüş+NOUN+A3SG+P3SG+GEN
ardından	art+NOUN+A3SG+P3SG+ABL
,	,+PUNC
Londra	londra+NOUN+PROP+A3SG+PNON+NOM
pazarı	pazar+NOUN+A3SG+P3SG+NOM
özellikle	özellikle+ADV
savunmasız	savunmasız+ADJ
kabul	kabul+NOUN+A3SG+PNON+NOM
edildi	et+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Örneğin	örneğin+CONJ
Mario	mario+NOUN+PROP+A3SG+PNON+NOM
Gabelli	Gabelli+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
fonlarının	fon+NOUN+A3PL+P3SG+GEN
birçoğunda	birçoğu+PRON+QUANTP+A3PL+P3PL+LOC
%20'nin	%20'nin+NOUN+A3SG+PNON+NOM
üzerinde	üzerinde+ADV
nakit	nakit+NOUN+A3SG+PNON+NOM
pozisyonlarına	pozisyon+NOUN+A3PL+P3SG+DAT
sahiptir	sahip+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Orada	orada+ADV
hibrit	hibrit+NOUN+A3SG+PNON+NOM
tohumlara	tohum+NOUN+A3PL+PNON+DAT
aç	aç+ADJ
büyük	büyük+ADJ
bir	bir+DET
pazar	pazar+NOUN+A3SG+PNON+NOM
var	var+ADJ
,	,+PUNC
"	"+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Birkaç	birkaç+DET
saniye	saniye+NOUN+A3SG+PNON+NOM
sonra	sonra+POSTP+PCABL
İskoç	iskoç+NOUN+PROP+A3SG+PNON+NOM
ve	ve+CONJ
Newcastle	newcastle+NOUN+PROP+A3SG+PNON+NOM
için	için+POSTP+PCNOM
7.500	7.5+NUM+REAL
hisseli	hisse+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
"	"+PUNC
satış	satış+NOUN+A3SG+PNON+NOM
"	"+PUNC
emri	emir+NOUN+A3SG+P3SG+NOM
geldi	gel+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+PRON+DEMONSP+A3SG+PNON+NOM
,	,+PUNC
1987	1987+NUM+CARD
Ağustos	ağustos+NOUN+PROP+A3SG+PNON+NOM
ve	ve+CONJ
Eylül	eylül+NOUN+PROP+A3SG+PNON+NOM
aylarındaki	ay+NOUN+A3PL+P3SG+LOC^DB+ADJ+REL
%8.8	%8.8+PERCENT
ve	ve+CONJ
%9.2	%9.2+PERCENT
seviyelerinden	seviye+NOUN+A3PL+P3SG+ABL
biraz	biraz+ADV
daha	daha+ADV
yüksekti	yüksek+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Çatışma	çatış+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
,	,+PUNC
Japonya'nın	japonya+NOUN+PROP+A3SG+PNON+GEN
bir	bir+DET
zamanlar	zaman+NOUN+A3PL+PNON+NOM
rahat	rahat+ADJ
olan	ol+VERB+POS^DB+ADJ+PRESPART
mali	mali+ADJ
çevrelerinde	çevre+NOUN+A3PL+P3SG+LOC
yeni	yeni+ADJ
bir	bir+DET
tokluk	tokluk+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
bölünme	bölünme+NOUN+A3SG+PNON+NOM
işaretidir	işaret+NOUN+A3SG+P3SG+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
00:49'da	00:49+TIME^DB+NOUN+ZERO+A3SG+PNON+LOC
endeks	endeks+NOUN+A3SG+PNON+NOM
204.2	204.2+NUM+REAL
puan	puan+NOUN+A3SG+PNON+NOM
düşerek	düş+VERB+POS^DB+ADV+BYDOINGSO
2029.7	2029.7+NUM+REAL
seviyesine	seviye+NOUN+A3SG+P3SG+DAT
geriledi	gerile+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ayrıca	ayrıca+ADV
,	,+PUNC
kalıcı	kalıcı+ADJ
itfalar	itfa+NOUN+A3PL+PNON+NOM
bazı	bazı+DET
fon	fon+NOUN+A3SG+PNON+NOM
yöneticilerini	yönetici+NOUN+A3PL+P3SG+ACC
nakit	nakit+NOUN+A3SG+PNON+NOM
toplamak	topla+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
hisse	hisse+NOUN+A3SG+PNON+NOM
senetlerini	senet+NOUN+A3PL+P3SG+ACC
satmaya	sat+VERB+POS^DB+NOUN+INF2+A3SG+PNON+DAT
zorlar	zorla+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Zaten	zaten+ADV
,	,+PUNC
sonuçlar	sonuç+NOUN+A3PL+PNON+NOM
finansal	finansal+ADJ
piyasalardaki	piyasa+NOUN+A3PL+PNON+LOC^DB+ADJ+REL
diğer	diğer+ADJ
oyuncular	oyuncu+NOUN+A3PL+PNON+NOM
,	,+PUNC
hatta	hatta+CONJ
hükümetler	hükümet+NOUN+A3PL+PNON+NOM
tarafından	tarafından+ADV
hissediliyor	hisset+VERB^DB+VERB+PASS+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
``	``+PUNC
İspanya	ispanya+NOUN+PROP+A3SG+PNON+NOM
%10	%10+PERCENT
düştü	düş+VERB+POS+PAST+A3SG
ve	ve+CONJ
askıya	askı+NOUN+A3SG+PNON+DAT
alındı	al+VERB^DB+VERB+PASS+POS+PAST+A3SG
,	,+PUNC
İsveç'in	isveç+NOUN+PROP+A3SG+PNON+GEN
%	%+PERCENT
8	8+NUM+CARD
,	,+PUNC
Norveç	norveç+NOUN+PROP+A3SG+PNON+NOM
%	%+PERCENT
11	11+NUM+CARD
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
En	en+ADV
büyük	büyük+ADJ
neden	neden+NOUN+A3SG+PNON+NOM
ise	i+VERB+POS+COND+A3SG
yatırımcılar	yatırımcı+NOUN+A3PL+PNON+NOM
zaten	zaten+ADV
keskin	keskin+ADJ
Black	black+NOUN+PROP+A3SG+PNON+NOM
Monday	Monday+NOUN+PROP+A3SG+PNON+NOM
gününden	gün+NOUN+A3SG+P3SG+ABL
beri	beri+POSTP+PCABL
hisse	hisse+NOUN+A3SG+PNON+NOM
senedi	senet+NOUN+A3SG+P3SG+NOM
fonlarının	fon+NOUN+A3PL+P3SG+GEN
alımlarını	alım+NOUN+A3PL+P3SG+ACC
azalttılar	azalt+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bunu	bu+PRON+DEMONSP+A3SG+PNON+ACC
tetikleyen	tetikle+VERB+POS^DB+ADJ+PRESPART
son	son+ADJ
çatışma	çatışma+NOUN+A3SG+PNON+NOM
ise	i+VERB+POS+COND+A3SG
,	,+PUNC
Yeni	yeni+ADJ
Zelanda	zelanda+NOUN+PROP+A3SG+PNON+NOM
hükümetinin	hükümet+NOUN+A3SG+P3SG+GEN
tahvil	tahvil+NOUN+A3SG+PNON+NOM
ihracı	ihraç+NOUN+A3SG+PNON+ACC
zamanlaması	zamanla+VERB+POS^DB+NOUN+INF2^DB+ADJ+ALMOST
üzerinde	üzerinde+ADV
oldu	ol+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yatırımcılar	yatırımcı+NOUN+A3PL+PNON+NOM
hala	hala+ADV
burada	burada+ADV
Jaguar	jaguar+NOUN+PROP+A3SG+PNON+NOM
için	için+POSTP+PCNOM
teklifleri	teklif+NOUN+A3PL+PNON+ACC
Ford	ford+NOUN+PROP+A3SG+PNON+NOM
Motor	motor+NOUN+A3SG+PNON+NOM
Co.	Co.+NOUN+PROP+A3SG+PNON+NOM
ve	ve+CONJ
General	general+NOUN+PROP+A3SG+PNON+NOM
Motors	motors+NOUN+PROP+A3SG+PNON+NOM
Corp'tan	corp+NOUN+PROP+A3SG+PNON+ABL
bekliyor	bekle+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Büyük	büyük+ADJ
yatırım	yatırım+NOUN+A3SG+PNON+NOM
fonu	fon+NOUN+A3SG+P3SG+NOM
grupları	grup+NOUN+A3PL+P3SG+NOM
,	,+PUNC
telefon	telefon+NOUN+A3SG+PNON+NOM
görüşmelerinin	görüşme+NOUN+A3PL+P3PL+GEN
dün	dün+NOUN+A3SG+PNON+NOM
hafta	hafta+NOUN+A3SG+PNON+NOM
sonundaki	son+NOUN+A3SG+P3SG+LOC^DB+ADJ+REL
normal	normal+ADJ
hızının	hız+NOUN+A3SG+P3SG+GEN
iki	iki+NUM+CARD
katına	kat+NOUN+A3SG+P3SG+DAT
ulaştığını	ulaş+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Nomura'nın	nomura+NOUN+PROP+A3SG+PNON+GEN
yaralanan	yarala+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
gururu	gurur+NOUN+A3SG+P3SG+NOM
dışında	dış+NOUN+A3SG+P3SG+LOC
bugüne	bugün+NOUN+A3SG+PNON+DAT
kadarki	kadarki+NOUN+A3SG+PNON+NOM
en	en+ADV
büyük	büyük+ADJ
kurban	kurban+NOUN+A3SG+PNON+NOM
Yeni	yeni+ADJ
Zelanda	zelanda+NOUN+PROP+A3SG+PNON+NOM
hükümeti	hükümet+NOUN+A3SG+PNON+ACC
oldu	ol+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ardından	ardından+ADV
,	,+PUNC
dokuz	dokuz+NUM+CARD
dakika	dakika+NOUN+A3SG+PNON+NOM
sonra	sonra+POSTP+PCABL
,	,+PUNC
Wall	wall+NOUN+PROP+A3SG+PNON+NOM
Street	street+NOUN+PROP+A3SG+PNON+NOM
aniden	aniden+ADV
gününde	gün+NOUN+A3SG+P3SG+LOC
kazanca	kazanç+NOUN+A3SG+PNON+DAT
ulaştı	ulaş+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
T.	t.+NOUN+PROP+A3SG+PNON+NOM
Rowe	Rowe+NOUN+PROP+A3SG+PNON+NOM
Price	Price+NOUN+PROP+A3SG+PNON+NOM
Associates	associates+NOUN+PROP+A3SG+PNON+NOM
Inc.	ınc.+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
yatırımcı	yatırımcı+NOUN+A3SG+PNON+NOM
isteklerini	istek+NOUN+A3PL+P3SG+ACC
işlemek	işle+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
müşteri	müşteri+NOUN+A3SG+PNON+NOM
temsilcilerinin	temsilci+NOUN+A3PL+P3SG+GEN
kadrosunu	kadro+NOUN+A3SG+P3SG+ACC
artırdı	artır+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Buna	bu+PRON+DEMONSP+A3SG+PNON+DAT
karşı	karşı+ADV
Japonya'nın	japonya+NOUN+PROP+A3SG+PNON+GEN
nakiti	nakiti+NOUN+A3SG+PNON+NOM
bol	bol+ADJ
bankaları	banka+NOUN+A3PL+PNON+ACC
sıralansada	sıralansada+NOUN+A3SG+PNON+NOM
,	,+PUNC
parayı	para+NOUN+A3SG+PNON+ACC
toplaması	toplama+NOUN+A3SG+P3SG+NOM
zor	zor+ADJ
olabilir	olabilir+ADJ
,	,+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Londra	londra+NOUN+PROP+A3SG+PNON+NOM
pazarı	pazar+NOUN+A3SG+P3SG+NOM
yükselirken	yüksel+VERB+POS+AOR^DB+ADV+WHILE
,	,+PUNC
bazıları	bazı+PRON+QUANTP+A3PL+P3PL+NOM
endişe	endişe+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
stres	stres+NOUN+A3SG+PNON+NOM
dolu	dolu+ADJ
bir	bir+DET
haftasonunun	haftasonu+NOUN+A3SG+PNON+GEN
buna	bu+PRON+DEMONSP+A3SG+PNON+DAT
değip	değ+VERB+POS^DB+ADV+AFTERDOINGSO
değmediğini	değ+VERB+NEG^DB+NOUN+PASTPART+A3SG+P3SG+ACC
merak	merak+NOUN+A3SG+PNON+NOM
etti	et+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Baltimore	baltimore+NOUN+PROP+A3SG+PNON+NOM
merkezli	merkez+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
grup	grup+NOUN+A3SG+PNON+NOM
,	,+PUNC
bazı	bazı+DET
yatırımcıların	yatırımcı+NOUN+A3PL+PNON+GEN
hisse	hisse+NOUN+A3SG+PNON+NOM
senedi	senet+NOUN+A3SG+P3SG+NOM
fonlarından	fon+NOUN+A3PL+P3PL+ABL
para	para+NOUN+A3SG+PNON+NOM
piyasası	piyasa+NOUN+A3SG+P3SG+NOM
fonuna	fon+NOUN+A3SG+P3SG+DAT
para	para+NOUN+A3SG+PNON+NOM
taşındığını	taşı+VERB^DB+VERB+PASS+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
kaydetti	kaydet+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Her	her+DET
iki	iki+NUM+CARD
taraf	taraf+NOUN+A3SG+PNON+NOM
da	da+CONJ
kıskançlıkla	kıskançlık+NOUN+A3SG+PNON+INS
kendi	kendi+PRON+REFLEXP+A3SG+P3SG+NOM
alanını	alan+NOUN+A3SG+P3SG+ACC
koruyor	koru+VERB+POS+PROG1+A3SG
ve	ve+CONJ
ilişkiler	ilişki+NOUN+A3PL+PNON+NOM
aylardır	ay+NOUN+A3PL+PNON+NOM^DB+ADV+SINCE
gergin	gergin+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Temsilci	temsilci+NOUN+A3SG+PNON+NOM
Oberstar	Oberstar+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
Bay	bay+NOUN+A3SG+PNON+NOM
Trump'ın	Trump'ın+NOUN+PROP+A3SG+PNON+NOM
iddialarını	iddia+NOUN+A3PL+P3SG+ACC
"	"+PUNC
kendi	kendi+PRON+REFLEXP+A3SG+P3SG+NOM
anlaşmasının	anlaşma+NOUN+A3SG+P3SG+GEN
başarısızlığına	başarı+NOUN+A3SG+PNON+NOM^DB+ADJ+WITHOUT^DB+NOUN+NESS+A3SG+P3SG+DAT
bir	bir+DET
bahane	bahane+NOUN+A3SG+PNON+NOM
"	"+PUNC
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
değerlendirip	değerlendir+VERB+POS^DB+ADV+AFTERDOINGSO
önemsemedi	önemse+VERB+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Alışılmadık	alışılmadık+ADJ
bir	bir+DET
hareketle	hareket+NOUN+A3SG+PNON+INS
,	,+PUNC
bazı	bazı+DET
fonlar	fon+NOUN+A3PL+PNON+NOM
yatırımcıların	yatırımcı+NOUN+A3PL+PNON+GEN
sakin	sakin+ADJ
kalması	kal+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
onların	o+PRON+DEMONSP+A3PL+PNON+GEN
ücretsiz	ücret+NOUN+A3SG+PNON+NOM^DB+ADJ+WITHOUT
telefon	telefon+NOUN+A3SG+PNON+NOM
hatları	hat+NOUN+A3PL+P3SG+NOM
üzerindeki	uzerindeki+NOUN+A3SG+PNON+NOM
kayıtlar	kayıt+NOUN+A3PL+PNON+NOM
ile	ile+POSTP+PCNOM
taşındı	taşı+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Geçmiş	geçmiş+ADJ
yıllarda	yıl+NOUN+A3PL+PNON+LOC
,	,+PUNC
