<DOC>	<DOC>+BDTag
alıcı	alıç+NOUN+A3SG+PNON+ACC
yoktu	yok+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
UNESCO'ya	unesco+NOUN+PROP+A3SG+PNON+DAT
karşı	karşı+POSTP+PCDAT
hiç	hiç+ADV
de	de+CONJ
şaşırtıcı	şaşır+VERB^DB+VERB+CAUS+POS^DB+ADJ+AGT
olmayan	ol+VERB+NEG^DB+ADJ+PRESPART
reform	reform+NOUN+A3SG+PNON+NOM
başarızlığına	başarızlığına+NOUN+A3SG+PNON+NOM
yönelik	yönelik+POSTP+PCDAT
olandan	ol+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+ABL
daha	daha+ADV
da	da+CONJ
güçlü	güç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
bir	bir+ADJ
polemiğe	polemik+NOUN+A3SG+PNON+DAT
tanık	tanık+NOUN+A3SG+PNON+NOM
oluyoruz	ol+VERB+POS+PROG1+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+PRON+DEMONSP+A3SG+PNON+NOM
Giant'ın	giant+NOUN+PROP+A3SG+PNON+GEN
fanatiklerini	fanatik+ADJ^DB+NOUN+ZERO+A3PL+P3SG+ACC
rahatlatacak	rahatla+VERB^DB+VERB+CAUS+POS^DB+ADJ+FUTPART+PNON
bir	bir+DET
ortalama	ortalama+NOUN+A3SG+PNON+NOM
değildir	değil+ADJ^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ancak	ancak+CONJ
hiç	hiç+ADV
kimse	kimse+PRON+QUANTP+A3SG+P3SG+NOM
vadeli	vade+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
işlemlerin	işlem+NOUN+A3PL+PNON+GEN
ve	ve+CONJ
hisse	hisse+NOUN+A3SG+PNON+NOM
senetlerinin	senet+NOUN+A3PL+P2SG+GEN
bugün	bugün+ADV
hangi	hangi+PRON+QUESP+A3SG+PNON+NOM
seviyeden	seviye+NOUN+A3SG+PNON+ABL
açılacağını	aç+VERB^DB+VERB+PASS+POS^DB+NOUN+FUTPART+A3SG+P3SG+ACC
bilmiyor	bil+VERB+NEG+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Birleşmiş	bir+ADJ^DB+VERB+BECOME+POS+NARR^DB+ADJ+ZERO
Milletler'in	milletler+NOUN+PROP+A3SG+PNON+GEN
Bebek	bebek+NOUN+A3SG+PNON+NOM
Listeleri	liste+NOUN+A3PL+P3SG+NOM
gizleme	gizle+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
konusunda	konu+NOUN+A3SG+P3SG+LOC
uzmandır	uzman+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bugün	bugün+ADV
Giantlardan	Giantlardan+NOUN+PROP+A3SG+PNON+NOM
yanayım	yan+NOUN+A3SG+PNON+DAT^DB+VERB+ZERO+PRES+A1SG
ancak	ancak+ADV
yalnızca	yalnızca+ADV
dün	dün+NOUN+A3SG+PNON+NOM
kaybettikleri	kaybet+VERB+POS^DB+NOUN+PASTPART+A3PL+P3PL+NOM
için	için+POSTP+PCNOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bilmek	bil+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
isteyeceğinizi	iste+VERB+POS^DB+NOUN+FUTPART+A3SG+P2PL+ACC
düşündük	düşün+VERB+POS+PAST+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Böylece	böylece+ADV
gen	gen+NOUN+A3SG+PNON+NOM
bir	bir+DET
bitkiyi	bitki+NOUN+A3SG+PNON+ACC
kendisini	kendi+PRON+REFLEXP+A3SG+P3SG+ACC
döllemekten	dölle+VERB+POS^DB+NOUN+INF+A3SG+PNON+ABL
alıkoyabilir	alıkoy+VERB+POS^DB+VERB+ABLE+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Her	her+DET
ikisini	iki+NUM+CARD^DB+NOUN+ZERO+A3SG+P3SG+ACC
de	de+CONJ
seviyorum	sev+VERB+POS+PROG1+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
George	george+NOUN+PROP+A3SG+PNON+NOM
Morton	morton+NOUN+PROP+A3SG+PNON+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
bitkilerdeki	bitki+NOUN+A3PL+PNON+LOC^DB+ADJ+REL
haşerelerin	haşere+NOUN+A3PL+PNON+GEN
hızla	hızla+ADV
ortadan	orta+NOUN+A3SG+PNON+ABL
kaldırılması	kaldır+VERB^DB+VERB+PASS+POS^DB+NOUN+INF2^DB+ADJ+ALMOST
zor	zor+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yukarıdaki	yukarı+ADJ^DB+NOUN+ZERO+A3SG+PNON+LOC^DB+ADJ+REL
ilgisizlik	ilgi+NOUN+A3SG+PNON+NOM^DB+ADJ+WITHOUT^DB+NOUN+NESS+A3SG+PNON+NOM
veya	veya+CONJ
kibarlığın	kibarlık+NOUN+A3SG+PNON+GEN
bir	bir+DET
zaferini	zafer+NOUN+A3SG+P3SG+ACC
temsil	temsil+NOUN+A3SG+PNON+NOM
ediyor	et+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hooker'in	hooker+NOUN+PROP+A3SG+PNON+GEN
felsefesi	felsefe+NOUN+A3SG+P3SG+NOM
inşa	inşa+NOUN+A3SG+PNON+NOM
etmek	et+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
ve	ve+CONJ
satmaktı	sat+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Polen	polen+NOUN+A3SG+PNON+NOM
engelleyici	engelle+VERB+POS^DB+ADJ+AGT
gene	gen+NOUN+A3SG+PNON+DAT
bitki	bitki+NOUN+A3SG+PNON+NOM
öldürücü	öldürücü+ADJ
kimyasallara	kimyasal+NOUN+A3PL+PNON+DAT
karşı	karşı+POSTP+PCDAT
dirençli	direnç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
olan	ol+VERB+POS^DB+ADJ+PRESPART
ikinci	ikinci+NUM+ORD
bir	bir+DET
gen	gen+NOUN+A3SG+PNON+NOM
eklediler	ekle+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Onun	o+PRON+PERS+A3SG+PNON+GEN
sıkı	sık+ADJ^DB+NOUN+ZERO+A3SG+PNON+ACC
ve	ve+CONJ
güçlü	güç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
vurucu	vur+VERB+POS^DB+ADJ+AGT
McGwire'nin	mcgwire+NOUN+PROP+A3SG+PNON+GEN
kendi	kendi+PRON+REFLEXP+A3SG+P3SG+NOM
imzası	imza+NOUN+A3SG+P3SG+NOM
değil	değil+CONJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Biz	biz+PRON+PERS+A1PL+PNON+NOM
inşa	inşa+NOUN+A3SG+PNON+NOM
etmek	et+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
ve	ve+CONJ
tutmak	tut+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istiyoruz	iste+VERB+POS+PROG1+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tartışma	tartış+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
,	,+PUNC
Japonya'nın	japonya+NOUN+PROP+A3SG+PNON+GEN
mali	mali+ADJ
titanlarının	titan+NOUN+A3PL+P3SG+GEN
global	global+NOUN+A3SG+PNON+NOM
gücünü	güç+NOUN+A3SG+P3SG+ACC
açıkça	açık+ADJ^DB+ADV+LY
gösteriyor	göster+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sıfır	sıfır+NOUN+A3SG+PNON+NOM
sayı	sayı+NOUN+A3SG+PNON+NOM
vuruşu	vur+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+NOM
ve	ve+CONJ
gol	gol+NOUN+A3SG+PNON+NOM
vuruşu	vur+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+NOM
ile	ile+CONJ
burada	burada+ADV
kolektif	kolektif+ADJ
5/24'e	5/24+NUM+FRACTION^DB+NOUN+ZERO+A3SG+PNON+DAT
gittiler	git+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hoare	hoare+NOUN+PROP+A3SG+PNON+NOM
Govett	govett+NOUN+PROP+A3SG+PNON+NOM
konsorsiyumun	konsorsiyum+NOUN+A3SG+PNON+GEN
yatırım	yatırım+NOUN+A3SG+PNON+NOM
bankacısı	bankacı+NOUN+A3SG+P3SG+NOM
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
davranıyor	davran+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yeni	yeni+ADJ
Zelanda	zelanda+NOUN+PROP+A3SG+PNON+NOM
maliye	maliye+NOUN+A3SG+PNON+NOM
bakanı	bakan+NOUN+A3SG+PNON+ACC
,	,+PUNC
David	david+NOUN+PROP+A3SG+PNON+NOM
Caygill	caygill+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
bu	bu+DET
önerilere	öneri+NOUN+A3PL+PNON+DAT
sert	sert+ADJ
ve	ve+CONJ
ani	ani+ADJ
çıkışlar	çıkış+NOUN+A3PL+PNON+NOM
yaptı	yap+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+PRON+DEMONSP+A3SG+PNON+NOM
beyzboldur	beyzbol+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Merksamer	merksamer+NOUN+PROP+A3SG+PNON+NOM
zinciri	zincir+NOUN+A3SG+P3SG+NOM
halihazırda	halihazırda+ADV
First	first+NOUN+PROP+A3SG+PNON+NOM
Boston	boston+NOUN+PROP+A3SG+PNON+NOM
Corp.	corp.+NOUN+PROP+A3SG+PNON+NOM
tarafından	taraf+NOUN+A3SG+P2SG+ABL
satışa	sat+VERB+POS^DB+NOUN+INF3+A3SG+PNON+DAT
yönelik	yönelik+POSTP+PCDAT
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
arz	arz+NOUN+A3SG+PNON+NOM
ediliyor	et+VERB^DB+VERB+PASS+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bankalar	banka+NOUN+A3PL+PNON+NOM
menkul	menkul+ADJ
kıymetler	kıymet+NOUN+A3PL+PNON+NOM
ticaretinin	ticaret+NOUN+A3SG+P3SG+GEN
tüm	tüm+DET
safhalarına	safha+NOUN+A3PL+P3SG+DAT
şiddetli	şiddet+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
bir	bir+DET
şekilde	şekil+NOUN+A3SG+PNON+LOC
dalmak	dal+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istiyorlar	iste+VERB+POS+PROG1+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tedavüldeki	tedavül+NOUN+A3SG+PNON+LOC^DB+ADJ+REL
ortalama	ortalama+NOUN+A3SG+PNON+NOM
hisseler	hisse+NOUN+A3PL+PNON+NOM
82.1	82.1+NUM+REAL
milyondan	milyon+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+ABL
75.8	75.8+NUM+REAL
milyon	milyon+NUM+CARD
seviyesine	seviye+NOUN+A3SG+P3SG+DAT
düştü	düş+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
haftanın	hafta+NOUN+A3SG+PNON+GEN
toplamı	toplam+NOUN+A3SG+P3SG+NOM
bir	bir+NUM+CARD
yıl	yıl+NOUN+A3SG+PNON+NOM
önce	ön+ADJ^DB+ADV+LY
274,963	274,963+NOUN+A3SG+PNON+NOM
tondan	ton+NOUN+A3SG+PNON+ABL
%	%+PERCENT
6.2	6.2+NUM+REAL
daha	daha+ADV
yukarıdaydı	yukarı+ADJ^DB+NOUN+ZERO+A3SG+PNON+LOC^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ve	ve+CONJ
her	her+DET
birinin	bir+NUM+CARD^DB+NOUN+ZERO+A3SG+P3SG+GEN
kuşkusu	kuşku+NOUN+A3SG+P3SG+NOM
artık	artık+ADV
yer	yer+NOUN+A3SG+PNON+NOM
etmektedir	et+VERB+POS+PROG2+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gelirler	gelir+NOUN+A3PL+PNON+NOM
1.41	1.41+NUM+REAL
milyardan	milyar+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+ABL
%	%+PERCENT
1'lik	1+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+NOM^DB+ADJ+FITFOR
düşüşle	düşüş+NOUN+A3SG+PNON+INS
1.39	1.39+NUM+REAL
milyar	milyar+NUM+CARD
dolar	milyar+NUM+CARD
geriledi	gerile+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bunlar	bu+PRON+DEMONSP+A3PL+PNON+NOM
minimum	minimum+ADJ
10000	10000+NUM+CARD
$'lık	$'lık+NOUN+A3SG+PNON+NOM
nominal	nominal+ADJ
değerlerde	değer+NOUN+A3PL+PNON+LOC
mevcut	mevcut+ADJ
olacak	ol+VERB+POS+FUT+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yeni	yeni+ADJ
Zelanda	zelanda+NOUN+PROP+A3SG+PNON+NOM
tahvil	tahvil+NOUN+A3SG+PNON+NOM
ihracı	ihraç+NOUN+A3SG+P3SG+NOM
iki	iki+NUM+CARD
kurumu	kurum+NOUN+A3SG+PNON+ACC
karşı	karşı+ADV
karşıya	karşı+NOUN+A3SG+PNON+DAT
getirmektedir	getir+VERB+POS+PROG2+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+PRON+DEMONSP+A3SG+PNON+NOM
bir	bir+NUM+CARD
kerelik	kere+NOUN+A3SG+PNON+NOM^DB+ADJ+FITFOR
bir	bir+DET
işmiş	iş+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+NARR+A3SG
gibi	gibi+POSTP+PCNOM
bir	bir+DET
his	his+NOUN+A3SG+PNON+NOM
veriyor	ver+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yogi	yogi+NOUN+A3SG+PNON+NOM
Berra'nın	berra+NOUN+PROP+A3SG+PNON+GEN
dediği	de+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+NOM
gibi	gibi+POSTP+PCNOM
,	,+PUNC
yeni	yeni+ADJ
baştan	başta+ADJ^DB+NOUN+ZERO+A3SG+P2SG+NOM
bir	bir+DET
dejavu	dejavu+NOUN+A3SG+PNON+NOM
durumu	durum+NOUN+A3SG+PNON+ACC
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Şimdi	şimdi+ADV
,	,+PUNC
yeni	yeni+ADJ
bir	bir+DET
ürün	ürün+NOUN+A3SG+PNON+NOM
gibi	gibi+POSTP+PCNOM
olmayacak	ol+VERB+NEG^DB+ADJ+FUTPART+PNON
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İnsanlar	insan+NOUN+A3PL+PNON+NOM
paniklemiyor	panikle+VERB+NEG+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Eski	eski+ADJ
zamanların	zaman+NOUN+A3PL+PNON+GEN
bacaksızları	bacak+NOUN+A3SG+PNON+NOM^DB+ADJ+WITHOUT^DB+NOUN+ZERO+A3PL+P3PL+NOM
"	"+PUNC
diye	diye+POSTP+PCNOM
konuşuyor	konuş+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Phyllis	phyllis+NOUN+PROP+A3SG+PNON+NOM
Kyle	kyle+NOUN+PROP+A3SG+PNON+NOM
Stephenson	stephenson+NOUN+PROP+A3SG+PNON+NOM
Newport	newport+NOUN+PROP+A3SG+PNON+NOM
News	news+NOUN+PROP+A3SG+PNON+NOM
Va	Va+NOUN+PROP+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Test	test+NOUN+A3SG+PNON+NOM
bugün	bugün+ADV
gelebilir	gel+VERB+POS^DB+VERB+ABLE+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Muhtemelen	muhtemelen+ADV
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Öğle	öğle+NOUN+A3SG+PNON+NOM
arası	ara+NOUN+A3SG+P3SG+DAT
saatine	saat+NOUN+A3SG+P3SG+DAT
kadar	kadar+POSTP+PCDAT
satış	sat+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
hemen	hemen+ADV
hemen	hemen+ADV
paniğe	panik+NOUN+A3SG+PNON+DAT
yakın	yakın+ADJ
bir	bir+DET
istim	istim+NOUN+A3SG+PNON+NOM
üzerindeydi	üzeri+NOUN+A3SG+P2SG+LOC^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Cuma	cuma+NOUN+PROP+A3SG+PNON+NOM
gününün	gün+NOUN+A3SG+P3SG+GEN
hisse	hisse+NOUN+A3SG+PNON+NOM
senedi	senet+NOUN+A3SG+P3SG+NOM
borsasındaki	borsa+NOUN+A3SG+P3SG+LOC^DB+ADJ+REL
elden	elde+NOUN+A3SG+P2SG+NOM
çıkarma	çık+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF2+A3SG+PNON+NOM
işlemleri	işlem+NOUN+A3PL+P3SG+NOM
birçok	birçok+DET
yatırımcı	yatırımcı+NOUN+A3SG+PNON+NOM
için	için+POSTP+PCNOM
harekete	hareket+NOUN+A3SG+PNON+DAT
geçmek	geç+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
açısından	açı+NOUN+A3SG+P3SG+ABL
çok	çok+ADJ
geç	geç+ADJ
ortaya	orta+NOUN+A3SG+PNON+DAT
çıktı	çık+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ve	ve+CONJ
yalnızca	yalnızca+ADV
oyunlar	oyun+NOUN+A3PL+PNON+NOM
için	için+POSTP+PCNOM
değil	değil+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Böylece	böylece+ADV
Londra'nın	londra+NOUN+PROP+A3SG+PNON+GEN
finans	finans+NOUN+A3SG+PNON+NOM
merkezinin	merkez+NOUN+A3SG+P2SG+GEN
işlem	işlem+NOUN+A3SG+PNON+NOM
odalarında	oda+NOUN+A3PL+P2SG+LOC
dün	dün+NOUN+A3SG+PNON+NOM
gitti	git+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ancak	ancak+CONJ
fon	fon+NOUN+A3SG+PNON+NOM
yöneticileri	yönetici+NOUN+A3PL+P3SG+NOM
hazır	hazır+ADJ
olduklarını	ol+VERB+POS^DB+NOUN+PASTPART+A3PL+P3PL+ACC
belirttiler	belirt+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
</DOC>	</DOC>+EDTag
